id,label
53480,0.5
53481,0.5
53482,0.5
53483,0.5
53484,0.5
53485,0.5
53486,0.5
53487,0.5
53488,0.5
53489,0.5
53490,0.5
53491,0.5
53492,0.5
53493,0.5
53494,0.5
53495,0.5
53496,0.5
53497,0.5
53498,0.5
53499,0.5
53500,0.5
53501,0.5
53502,0.5
53503,0.5
53504,0.5
53505,0.5
53506,0.5
53507,0.5
53508,0.5
53509,0.5
53510,0.5
53511,0.5
53512,0.5
53513,0.5
53514,0.5
53515,0.5
53516,0.5
53517,0.5
53518,0.5
53519,0.5
53520,0.5
53521,0.5
53522,0.5
53523,0.5
53524,0.5
53525,0.5
53526,0.5
53527,0.5
53528,0.5
53529,0.5
53530,0.5
53531,0.5
53532,0.5
53533,0.5
53534,0.5
53535,0.5
53536,0.5
53537,0.5
53538,0.5
53539,0.5
53540,0.5
53541,0.5
53542,0.5
53543,0.5
53544,0.5
53545,0.5
53546,0.5
53547,0.5
53548,0.5
53549,0.5
53550,0.5
53551,0.5
53552,0.5
53553,0.5
53554,0.5
53555,0.5
53556,0.5
53557,0.5
53558,0.5
53559,0.5
53560,0.5
53561,0.5
53562,0.5
53563,0.5
53564,0.5
53565,0.5
53566,0.5
53567,0.5
53568,0.5
53569,0.5
53570,0.5
53571,0.5
53572,0.5
53573,0.5
53574,0.5
53575,0.5
53576,0.5
53577,0.5
53578,0.5
53579,0.5
53580,0.5
53581,0.5
53582,0.5
53583,0.5
53584,0.5
53585,0.5
53586,0.5
53587,0.5
53588,0.5
53589,0.5
53590,0.5
53591,0.5
53592,0.5
53593,0.5
53594,0.5
53595,0.5
53596,0.5
53597,0.5
53598,0.5
53599,0.5
53600,0.5
53601,0.5
53602,0.5
53603,0.5
53604,0.5
53605,0.5
53606,0.5
53607,0.5
53608,0.5
53609,0.5
53610,0.5
53611,0.5
53612,0.5
53613,0.5
53614,0.5
53615,0.5
53616,0.5
53617,0.5
53618,0.5
53619,0.5
53620,0.5
53621,0.5
53622,0.5
53623,0.5
53624,0.5
53625,0.5
53626,0.5
53627,0.5
53628,0.5
53629,0.5
53630,0.5
53631,0.5
53632,0.5
53633,0.5
53634,0.5
53635,0.5
53636,0.5
53637,0.5
53638,0.5
53639,0.5
53640,0.5
53641,0.5
53642,0.5
53643,0.5
53644,0.5
53645,0.5
53646,0.5
53647,0.5
53648,0.5
53649,0.5
53650,0.5
53651,0.5
53652,0.5
53653,0.5
53654,0.5
53655,0.5
53656,0.5
53657,0.5
53658,0.5
53659,0.5
53660,0.5
53661,0.5
53662,0.5
53663,0.5
53664,0.5
53665,0.5
53666,0.5
53667,0.5
53668,0.5
53669,0.5
53670,0.5
53671,0.5
53672,0.5
53673,0.5
53674,0.5
53675,0.5
53676,0.5
53677,0.5
53678,0.5
53679,0.5
53680,0.5
53681,0.5
53682,0.5
53683,0.5
53684,0.5
53685,0.5
53686,0.5
53687,0.5
53688,0.5
53689,0.5
53690,0.5
53691,0.5
53692,0.5
53693,0.5
53694,0.5
53695,0.5
53696,0.5
53697,0.5
53698,0.5
53699,0.5
53700,0.5
53701,0.5
53702,0.5
53703,0.5
53704,0.5
53705,0.5
53706,0.5
53707,0.5
53708,0.5
53709,0.5
53710,0.5
53711,0.5
53712,0.5
53713,0.5
53714,0.5
53715,0.5
53716,0.5
53717,0.5
53718,0.5
53719,0.5
53720,0.5
53721,0.5
53722,0.5
53723,0.5
53724,0.5
53725,0.5
53726,0.5
53727,0.5
53728,0.5
53729,0.5
53730,0.5
53731,0.5
53732,0.5
53733,0.5
53734,0.5
53735,0.5
53736,0.5
53737,0.5
53738,0.5
53739,0.5
53740,0.5
53741,0.5
53742,0.5
53743,0.5
53744,0.5
53745,0.5
53746,0.5
53747,0.5
53748,0.5
53749,0.5
53750,0.5
53751,0.5
53752,0.5
53753,0.5
53754,0.5
53755,0.5
53756,0.5
53757,0.5
53758,0.5
53759,0.5
53760,0.5
53761,0.5
53762,0.5
53763,0.5
53764,0.5
53765,0.5
53766,0.5
53767,0.5
53768,0.5
53769,0.5
53770,0.5
53771,0.5
53772,0.5
53773,0.5
53774,0.5
53775,0.5
53776,0.5
53777,0.5
53778,0.5
53779,0.5
53780,0.5
53781,0.5
53782,0.5
53783,0.5
53784,0.5
53785,0.5
53786,0.5
53787,0.5
53788,0.5
53789,0.5
53790,0.5
53791,0.5
53792,0.5
53793,0.5
53794,0.5
53795,0.5
53796,0.5
53797,0.5
53798,0.5
53799,0.5
53800,0.5
53801,0.5
53802,0.5
53803,0.5
53804,0.5
53805,0.5
53806,0.5
53807,0.5
53808,0.5
53809,0.5
53810,0.5
53811,0.5
53812,0.5
53813,0.5
53814,0.5
53815,0.5
53816,0.5
53817,0.5
53818,0.5
53819,0.5
53820,0.5
53821,0.5
53822,0.5
53823,0.5
53824,0.5
53825,0.5
53826,0.5
53827,0.5
53828,0.5
53829,0.5
53830,0.5
53831,0.5
53832,0.5
53833,0.5
53834,0.5
53835,0.5
53836,0.5
53837,0.5
53838,0.5
53839,0.5
53840,0.5
53841,0.5
53842,0.5
53843,0.5
53844,0.5
53845,0.5
53846,0.5
53847,0.5
53848,0.5
53849,0.5
53850,0.5
53851,0.5
53852,0.5
53853,0.5
53854,0.5
53855,0.5
53856,0.5
53857,0.5
53858,0.5
53859,0.5
53860,0.5
53861,0.5
53862,0.5
53863,0.5
53864,0.5
53865,0.5
53866,0.5
53867,0.5
53868,0.5
53869,0.5
53870,0.5
53871,0.5
53872,0.5
53873,0.5
53874,0.5
53875,0.5
53876,0.5
53877,0.5
53878,0.5
53879,0.5
53880,0.5
53881,0.5
53882,0.5
53883,0.5
53884,0.5
53885,0.5
53886,0.5
53887,0.5
53888,0.5
53889,0.5
53890,0.5
53891,0.5
53892,0.5
53893,0.5
53894,0.5
53895,0.5
53896,0.5
53897,0.5
53898,0.5
53899,0.5
53900,0.5
53901,0.5
53902,0.5
53903,0.5
53904,0.5
53905,0.5
53906,0.5
53907,0.5
53908,0.5
53909,0.5
53910,0.5
53911,0.5
53912,0.5
53913,0.5
53914,0.5
53915,0.5
53916,0.5
53917,0.5
53918,0.5
53919,0.5
53920,0.5
53921,0.5
53922,0.5
53923,0.5
53924,0.5
53925,0.5
53926,0.5
53927,0.5
53928,0.5
53929,0.5
53930,0.5
53931,0.5
53932,0.5
53933,0.5
53934,0.5
53935,0.5
53936,0.5
53937,0.5
53938,0.5
53939,0.5
53940,0.5
53941,0.5
53942,0.5
53943,0.5
53944,0.5
53945,0.5
53946,0.5
53947,0.5
53948,0.5
53949,0.5
53950,0.5
53951,0.5
53952,0.5
53953,0.5
53954,0.5
53955,0.5
53956,0.5
53957,0.5
53958,0.5
53959,0.5
53960,0.5
53961,0.5
53962,0.5
53963,0.5
53964,0.5
53965,0.5
53966,0.5
53967,0.5
53968,0.5
53969,0.5
53970,0.5
53971,0.5
53972,0.5
53973,0.5
53974,0.5
53975,0.5
53976,0.5
53977,0.5
53978,0.5
53979,0.5
53980,0.5
53981,0.5
53982,0.5
53983,0.5
53984,0.5
53985,0.5
53986,0.5
53987,0.5
53988,0.5
53989,0.5
53990,0.5
53991,0.5
53992,0.5
53993,0.5
53994,0.5
53995,0.5
53996,0.5
53997,0.5
53998,0.5
53999,0.5
54000,0.5
54001,0.5
54002,0.5
54003,0.5
54004,0.5
54005,0.5
54006,0.5
54007,0.5
54008,0.5
54009,0.5
54010,0.5
54011,0.5
54012,0.5
54013,0.5
54014,0.5
54015,0.5
54016,0.5
54017,0.5
54018,0.5
54019,0.5
54020,0.5
54021,0.5
54022,0.5
54023,0.5
54024,0.5
54025,0.5
54026,0.5
54027,0.5
54028,0.5
54029,0.5
54030,0.5
54031,0.5
54032,0.5
54033,0.5
54034,0.5
54035,0.5
54036,0.5
54037,0.5
54038,0.5
54039,0.5
54040,0.5
54041,0.5
54042,0.5
54043,0.5
54044,0.5
54045,0.5
54046,0.5
54047,0.5
54048,0.5
54049,0.5
54050,0.5
54051,0.5
54052,0.5
54053,0.5
54054,0.5
54055,0.5
54056,0.5
54057,0.5
54058,0.5
54059,0.5
54060,0.5
54061,0.5
54062,0.5
54063,0.5
54064,0.5
54065,0.5
54066,0.5
54067,0.5
54068,0.5
54069,0.5
54070,0.5
54071,0.5
54072,0.5
54073,0.5
54074,0.5
54075,0.5
54076,0.5
54077,0.5
54078,0.5
54079,0.5
54080,0.5
54081,0.5
54082,0.5
54083,0.5
54084,0.5
54085,0.5
54086,0.5
54087,0.5
54088,0.5
54089,0.5
54090,0.5
54091,0.5
54092,0.5
54093,0.5
54094,0.5
54095,0.5
54096,0.5
54097,0.5
54098,0.5
54099,0.5
54100,0.5
54101,0.5
54102,0.5
54103,0.5
54104,0.5
54105,0.5
54106,0.5
54107,0.5
54108,0.5
54109,0.5
54110,0.5
54111,0.5
54112,0.5
54113,0.5
54114,0.5
54115,0.5
54116,0.5
54117,0.5
54118,0.5
54119,0.5
54120,0.5
54121,0.5
54122,0.5
54123,0.5
54124,0.5
54125,0.5
54126,0.5
54127,0.5
54128,0.5
54129,0.5
54130,0.5
54131,0.5
54132,0.5
54133,0.5
54134,0.5
54135,0.5
54136,0.5
54137,0.5
54138,0.5
54139,0.5
54140,0.5
54141,0.5
54142,0.5
54143,0.5
54144,0.5
54145,0.5
54146,0.5
54147,0.5
54148,0.5
54149,0.5
54150,0.5
54151,0.5
54152,0.5
54153,0.5
54154,0.5
54155,0.5
54156,0.5
54157,0.5
54158,0.5
54159,0.5
54160,0.5
54161,0.5
54162,0.5
54163,0.5
54164,0.5
54165,0.5
54166,0.5
54167,0.5
54168,0.5
54169,0.5
54170,0.5
54171,0.5
54172,0.5
54173,0.5
54174,0.5
54175,0.5
54176,0.5
54177,0.5
54178,0.5
54179,0.5
54180,0.5
54181,0.5
54182,0.5
54183,0.5
54184,0.5
54185,0.5
54186,0.5
54187,0.5
54188,0.5
54189,0.5
54190,0.5
54191,0.5
54192,0.5
54193,0.5
54194,0.5
54195,0.5
54196,0.5
54197,0.5
54198,0.5
54199,0.5
54200,0.5
54201,0.5
54202,0.5
54203,0.5
54204,0.5
54205,0.5
54206,0.5
54207,0.5
54208,0.5
54209,0.5
54210,0.5
54211,0.5
54212,0.5
54213,0.5
54214,0.5
54215,0.5
54216,0.5
54217,0.5
54218,0.5
54219,0.5
54220,0.5
54221,0.5
54222,0.5
54223,0.5
54224,0.5
54225,0.5
54226,0.5
54227,0.5
54228,0.5
54229,0.5
54230,0.5
54231,0.5
54232,0.5
54233,0.5
54234,0.5
54235,0.5
54236,0.5
54237,0.5
54238,0.5
54239,0.5
54240,0.5
54241,0.5
54242,0.5
54243,0.5
54244,0.5
54245,0.5
54246,0.5
54247,0.5
54248,0.5
54249,0.5
54250,0.5
54251,0.5
54252,0.5
54253,0.5
54254,0.5
54255,0.5
54256,0.5
54257,0.5
54258,0.5
54259,0.5
54260,0.5
54261,0.5
54262,0.5
54263,0.5
54264,0.5
54265,0.5
54266,0.5
54267,0.5
54268,0.5
54269,0.5
54270,0.5
54271,0.5
54272,0.5
54273,0.5
54274,0.5
54275,0.5
54276,0.5
54277,0.5
54278,0.5
54279,0.5
54280,0.5
54281,0.5
54282,0.5
54283,0.5
54284,0.5
54285,0.5
54286,0.5
54287,0.5
54288,0.5
54289,0.5
54290,0.5
54291,0.5
54292,0.5
54293,0.5
54294,0.5
54295,0.5
54296,0.5
54297,0.5
54298,0.5
54299,0.5
54300,0.5
54301,0.5
54302,0.5
54303,0.5
54304,0.5
54305,0.5
54306,0.5
54307,0.5
54308,0.5
54309,0.5
54310,0.5
54311,0.5
54312,0.5
54313,0.5
54314,0.5
54315,0.5
54316,0.5
54317,0.5
54318,0.5
54319,0.5
54320,0.5
54321,0.5
54322,0.5
54323,0.5
54324,0.5
54325,0.5
54326,0.5
54327,0.5
54328,0.5
54329,0.5
54330,0.5
54331,0.5
54332,0.5
54333,0.5
54334,0.5
54335,0.5
54336,0.5
54337,0.5
54338,0.5
54339,0.5
54340,0.5
54341,0.5
54342,0.5
54343,0.5
54344,0.5
54345,0.5
54346,0.5
54347,0.5
54348,0.5
54349,0.5
54350,0.5
54351,0.5
54352,0.5
54353,0.5
54354,0.5
54355,0.5
54356,0.5
54357,0.5
54358,0.5
54359,0.5
54360,0.5
54361,0.5
54362,0.5
54363,0.5
54364,0.5
54365,0.5
