id,tx_count,income_count,expense_count,sum_income,sum_expense_abs,mean_abs_amount,std_abs_amount,min_abs_amount,max_abs_amount,active_days,amt_p50,amt_p75,amt_p90,ewm_income,ewm_expense_abs,ewm_tx,ewm_income_expense_ratio,record_dt,last_tx_days_before_record,first_tx_days_before_record,span_days,has_statement
53480,46.0,5,41,50570.0,11245.519999999999,1343.8156521739131,3108.529967597511,50.48,10967.0,43.0,247.29000000000002,406.5675,5205.25,22802.40307020233,4918.938413293,20.14423761080007,4.635634999735072,2003-06-03 00:28:00+00:00,15.019444444444444,180.01944444444447,165.0,1
53481,56.0,3,53,18393.9,20161.940000000002,688.4971428571428,1433.8767943620092,2.15,6447.33,49.0,266.365,396.9175,1267.555,3936.312757553187,8895.681479476072,24.17364560454543,0.4424970438335685,2007-03-03 00:38:58+00:00,24.02706018518519,168.02706018518518,144.0,1
53482,74.0,6,68,36612.340000000004,44977.46,1102.5648648648648,1740.352980641589,3.69,6682.67,66.0,374.57500000000005,487.9275,3144.6660000000006,10920.388919697001,14149.078999224159,27.111393060445593,0.7718091700736001,2010-06-26 00:11:33+00:00,25.008020833333333,197.00802083333335,172.0,1
53483,73.0,6,67,24156.8,24048.52,660.3468493150685,1152.9051062387243,7.3,4314.8,63.0,315.48,456.38,2438.8959999999934,7832.87133704,7999.446893871259,24.80696983629259,0.9791766157034082,2007-12-23 00:53:19+00:00,30.037025462962962,189.037025462963,159.0,1
53484,91.0,6,85,48315.75,29797.86,858.3913186813187,1967.6831636895029,6.76,8613.0,81.0,289.93,396.79499999999996,1578.4,18299.247101667235,15406.64735540439,45.429445697041984,1.187750110685059,2008-07-02 00:16:44+00:00,6.0116203703703714,180.0116203703704,174.00000000000003,1
53485,94.0,6,88,28749.93,33395.36,661.1201063829787,1203.1134831094587,1.42,5247.67,77.0,278.57,420.71000000000004,1552.4530000000004,9818.764123648993,13854.768397817224,39.549267025589586,0.7086920431810255,2008-03-02 00:56:20+00:00,20.03912037037037,180.0391203703704,160.0,1
53486,50.0,3,47,19957.199999999997,21987.709999999995,838.8982,1622.534273620192,0.0,6732.6,38.0,298.03,475.665,1119.7470000000033,4497.682488747813,5596.19672217883,15.06754283981926,0.8037034278874814,2004-06-30 00:24:45+00:00,18.0171875,196.0171875,178.00000000000003,1
53487,36.0,4,32,16749.989999999998,14003.13,854.2533333333333,1353.355448461342,6.92,4550.0,32.0,295.58500000000004,490.2625,3857.56,7096.822382834156,3775.342722219879,11.690828290988456,1.8797822886557083,2010-03-24 00:52:21+00:00,18.036354166666666,183.03635416666668,165.0,1
53488,92.0,6,86,40131.33,27652.08,736.7761956521739,1625.0392748388836,0.0,7448.67,82.0,291.025,439.265,590.5250000000001,11519.649552933142,8164.338661541126,27.556235368075072,1.4109715471747293,2005-09-28 00:23:52+00:00,30.016574074074075,201.01657407407407,171.0,1
53489,38.0,5,33,26310.0,14545.16,1075.135789473684,1767.7892614981795,2.96,5484.5,32.0,335.34000000000003,392.1625,4887.050000000002,9586.462110620934,4636.466976863691,13.990744329584627,2.0676222128741735,2005-04-02 00:27:29+00:00,3.0190856481481485,180.01908564814818,177.00000000000003,1
