feature,importance
interest_rate,8.520522050104766
all_abs_min,8.266668255043605
term,8.199912701286815
id,7.846313404771596
level,7.443996695184995
balance_accounts,6.595607419409521
issue_time,5.441465078181286
record_time,3.523978805355264
loan,2.825763235776506
balance_limit,2.692470292609512
balance,2.6404842292497497
residence,2.405095957795658
all_in_mean,2.113954709887674
history_time,2.0280023956169533
all_out_in_ratio,1.9827117072487133
all_wknd_ratio,1.9554003463955991
all_abs_p90,1.9328994802900021
all_abs_max,1.7735240553990037
title,1.6737932773781758
all_abs_p50,1.574409753164755
total_accounts,1.4435611812104543
all_in_sum,1.4404404488547742
all_out_mean,1.3413921785153584
all_net_std,1.1492061929155648
career,1.1255952601527839
all_days_since_last,1.1170078518757438
all_avg_gap_days,1.0982400885280639
all_large_cnt_ratio,1.061073801543703
all_net_sum,0.9423455142929951
all_out_cnt,0.931093765917285
all_in_cnt,0.8728268518986698
all_avg_ticket,0.8702664232486772
zip_code,0.8234810573097072
all_active_days,0.7565247087382326
all_txn_cnt,0.6363244518708095
all_out_sum,0.5960401322677373
payment_to_balance,0.5954600675288153
career_isna,0.5881585776250973
all_net_mean,0.4220836373774571
syndicated,0.27984936194858695
all_abs_mean,0.2777859839568712
all_in_mean_isna,0.1380068090968796
win60d_net_sum,0.009685199288136263
all_days_since_last_isna,0.008923405459381705
win90d_active_days,0.007708540133736441
win90d_active_days_isna,0.006071188677683342
win90d_abs_mean,0.004277793385729452
win90d_days_since_last,0.003063581854184657
win30d_wknd_ratio,0.0026371932114488926
win60d_abs_max,0.0016802560234677833
win90d_large_cnt_ratio,0.0015235828891325225
win30d_days_since_last,0.0013678844000884554
win60d_txn_cnt,0.0013574596876102134
win90d_net_sum,0.0012286318144521485
win60d_in_sum,0.0010150823814622076
win90d_abs_p90,0.0007400063801634091
win90d_wknd_ratio,0.0006535345151159204
win60d_active_days,0.0005740303150390202
win90d_out_sum,0.000548313213590234
win30d_out_sum,0.00047715687765374786
win60d_in_mean,0.0003759086677340394
win30d_abs_p90,0.0003574302842088967
win90d_net_mean,0.0003331567959103314
win60d_out_in_ratio,0.0002932044555007041
win30d_night_ratio,0.0002878685993297784
win90d_txn_cnt,0.00024317229052922524
win30d_large_cnt_ratio,0.00022247088612708328
win60d_out_mean,0.00017778583648153675
win90d_abs_min,0.0001688576625675641
win90d_out_cnt,0.0001576674965778947
win30d_abs_mean,5.8196914143943177e-05
win90d_avg_gap_days,2.9512721673729112e-05
win60d_net_mean,2.3730056696359235e-05
win60d_days_since_last,6.279048957809988e-15
all_out_sum_isna,0.0
all_large_cnt_ratio_isna,0.0
all_avg_ticket_isna,0.0
all_out_in_ratio_isna,0.0
all_out_mean_isna,0.0
win90d_in_sum_isna,0.0
win60d_in_sum_isna,0.0
all_night_ratio,0.0
all_out_cnt_isna,0.0
win90d_in_cnt_isna,0.0
win90d_out_cnt_isna,0.0
win90d_out_sum_isna,0.0
all_in_sum_isna,0.0
all_in_cnt_isna,0.0
win90d_large_cnt_ratio_isna,0.0
all_abs_min_isna,0.0
all_abs_max_isna,0.0
all_abs_p90_isna,0.0
all_wknd_ratio_isna,0.0
win90d_txn_cnt_isna,0.0
all_night_ratio_isna,0.0
win90d_net_sum_isna,0.0
win60d_in_cnt_isna,0.0
win60d_net_sum_isna,0.0
win60d_txn_cnt_isna,0.0
win30d_active_days_isna,0.0
win30d_large_cnt_ratio_isna,0.0
win30d_out_sum_isna,0.0
win30d_out_cnt_isna,0.0
win60d_out_sum_isna,0.0
win60d_large_cnt_ratio_isna,0.0
win30d_in_sum_isna,0.0
win30d_in_cnt_isna,0.0
all_abs_mean_isna,0.0
win30d_net_sum_isna,0.0
win30d_txn_cnt_isna,0.0
installment,0.0
all_avg_gap_days_isna,0.0
win60d_active_days_isna,0.0
all_active_days_isna,0.0
win60d_out_cnt_isna,0.0
all_abs_p50_isna,0.0
win30d_net_std,0.0
all_net_std_isna,0.0
win30d_avg_ticket,0.0
win60d_abs_min,0.0
win60d_abs_p90,0.0
win60d_abs_p50,0.0
win60d_abs_mean,0.0
win60d_net_std,0.0
win30d_net_mean,0.0
win30d_avg_gap_days,0.0
win30d_active_days,0.0
win30d_out_in_ratio,0.0
all_net_mean_isna,0.0
win30d_out_mean,0.0
win30d_out_cnt,0.0
win30d_in_mean,0.0
win30d_in_sum,0.0
win30d_in_cnt,0.0
win30d_abs_min,0.0
win30d_abs_max,0.0
win30d_abs_p50,0.0
win60d_in_cnt,0.0
win60d_out_cnt,0.0
win30d_net_sum,0.0
win60d_avg_ticket,0.0
all_net_sum_isna,0.0
all_txn_cnt_isna,0.0
win30d_txn_cnt,0.0
win90d_night_ratio,0.0
win90d_avg_ticket,0.0
win90d_out_in_ratio,0.0
win90d_out_mean,0.0
win90d_in_mean,0.0
win90d_in_sum,0.0
win90d_in_cnt,0.0
win90d_abs_max,0.0
win90d_abs_p50,0.0
win90d_net_std,0.0
win60d_avg_gap_days,0.0
win60d_night_ratio,0.0
win60d_wknd_ratio,0.0
win60d_large_cnt_ratio,0.0
win60d_out_sum,0.0
