feature,importance
term,9.713059741407072
interest_rate,9.118449915418093
all_abs_min,8.456591715220819
level,8.243788758950009
id,6.554394277930133
balance_accounts,6.554207637629311
issue_time,5.480857377498782
record_time,3.486010702797905
residence,2.928583364979986
all_abs_p90,2.5102635010701873
history_time,2.4578949703582307
balance_limit,2.3957082407185917
title,2.1310834140975827
total_accounts,1.9130940745864198
all_out_in_ratio,1.8616865229774888
balance,1.8308249317561245
all_in_mean,1.748709699170195
loan,1.7362166960739045
all_abs_max,1.5620953753083466
all_wknd_ratio,1.5148385762225698
all_out_mean,1.4959338895406575
all_net_std,1.365995281694445
all_active_days,1.26432090270224
all_in_cnt,1.163507527541566
all_days_since_last,1.1541282673634892
all_avg_gap_days,1.1232279364321556
career,1.1023805276745982
all_in_sum,1.0773568470379817
all_large_cnt_ratio,0.9015999546695981
all_txn_cnt,0.879099617974816
all_avg_ticket,0.807820482342684
payment_to_balance,0.7924906637249718
career_isna,0.7561454658793851
all_out_cnt,0.7138425727771768
all_net_sum,0.6992552382782486
all_abs_p50,0.6474760523099714
all_net_mean,0.5926991272036567
zip_code,0.451659458392173
all_out_sum,0.4081561417299381
all_abs_mean,0.26971922139450105
win90d_net_sum,0.07831728484480151
all_out_in_ratio_isna,0.021281010374642355
win90d_abs_p90,0.019761845798128435
installment,0.006650425100212255
win90d_in_cnt,0.00652514299546383
win60d_out_in_ratio,0.0013597441203549497
win90d_net_mean,0.0007165721168903655
win90d_night_ratio,3.4914968697442646e-05
win90d_out_mean,3.2023345584899884e-05
win90d_active_days,2.664608040735227e-05
win90d_out_cnt,2.362487787915395e-05
win90d_days_since_last,1.9517769524046735e-05
win90d_wknd_ratio,1.888146839044161e-05
win90d_abs_p50,1.644099387486849e-05
win90d_abs_min,1.6148609888432663e-05
win90d_avg_ticket,1.3266161034519706e-05
win90d_out_sum,1.1835057632803045e-05
win30d_abs_p90,4.480573230060214e-09
all_out_cnt_isna,0.0
all_in_mean_isna,0.0
all_in_sum_isna,0.0
all_in_cnt_isna,0.0
all_out_sum_isna,0.0
all_abs_min_isna,0.0
all_abs_max_isna,0.0
win90d_avg_gap_days,0.0
all_abs_p90_isna,0.0
all_abs_p50_isna,0.0
all_abs_mean_isna,0.0
all_net_std_isna,0.0
all_net_mean_isna,0.0
all_net_sum_isna,0.0
all_txn_cnt_isna,0.0
win60d_out_cnt_isna,0.0
all_out_mean_isna,0.0
win60d_txn_cnt_isna,0.0
win90d_large_cnt_ratio_isna,0.0
win90d_out_sum_isna,0.0
win90d_out_cnt_isna,0.0
win90d_in_sum_isna,0.0
win90d_in_cnt_isna,0.0
win90d_net_sum_isna,0.0
win90d_txn_cnt_isna,0.0
win60d_active_days_isna,0.0
win60d_large_cnt_ratio_isna,0.0
win60d_out_sum_isna,0.0
win60d_in_sum_isna,0.0
win60d_in_cnt_isna,0.0
win60d_net_sum_isna,0.0
win30d_active_days_isna,0.0
all_avg_ticket_isna,0.0
win30d_large_cnt_ratio_isna,0.0
win30d_out_sum_isna,0.0
win30d_out_cnt_isna,0.0
win30d_in_sum_isna,0.0
win30d_in_cnt_isna,0.0
win30d_net_sum_isna,0.0
win30d_txn_cnt_isna,0.0
all_days_since_last_isna,0.0
all_avg_gap_days_isna,0.0
all_active_days_isna,0.0
all_night_ratio_isna,0.0
all_wknd_ratio_isna,0.0
all_large_cnt_ratio_isna,0.0
win90d_large_cnt_ratio,0.0
win60d_out_sum,0.0
win90d_out_in_ratio,0.0
win60d_txn_cnt,0.0
win30d_avg_gap_days,0.0
win30d_active_days,0.0
win30d_night_ratio,0.0
win30d_wknd_ratio,0.0
win30d_large_cnt_ratio,0.0
win30d_avg_ticket,0.0
win30d_out_in_ratio,0.0
win30d_out_mean,0.0
win30d_out_sum,0.0
win30d_out_cnt,0.0
win30d_in_mean,0.0
win30d_in_sum,0.0
win30d_in_cnt,0.0
win30d_abs_min,0.0
win30d_abs_max,0.0
win30d_abs_p50,0.0
win30d_abs_mean,0.0
win30d_net_std,0.0
win30d_net_mean,0.0
win30d_net_sum,0.0
win30d_txn_cnt,0.0
all_night_ratio,0.0
syndicated,0.0
win30d_days_since_last,0.0
win60d_net_sum,0.0
win90d_in_mean,0.0
win60d_net_mean,0.0
win90d_in_sum,0.0
win90d_abs_max,0.0
win90d_abs_mean,0.0
win90d_net_std,0.0
win90d_txn_cnt,0.0
win60d_days_since_last,0.0
win60d_avg_gap_days,0.0
win60d_active_days,0.0
win60d_night_ratio,0.0
win60d_wknd_ratio,0.0
win60d_large_cnt_ratio,0.0
win60d_avg_ticket,0.0
win60d_out_mean,0.0
win60d_out_cnt,0.0
win60d_in_mean,0.0
win60d_in_sum,0.0
win60d_in_cnt,0.0
win60d_abs_min,0.0
win60d_abs_max,0.0
win60d_abs_p90,0.0
win60d_abs_p50,0.0
win60d_abs_mean,0.0
win60d_net_std,0.0
win90d_active_days_isna,0.0
