feature,importance
interest_rate,8.760091712838976
level,7.335057767742041
all_abs_min,7.21249853044888
issue_time,6.149042735118491
id,5.943766099871209
balance_accounts,5.221497564645085
term,4.897402651344078
balance,4.599354565775294
record_time,4.3894563678523895
total_accounts,4.003931536644349
balance_limit,3.5263252284515123
all_out_in_ratio,2.9263463061916113
all_wknd_ratio,2.6605034902685842
history_time,2.6538933285846538
loan,2.4875626272477773
residence,2.2697840130198403
title,2.209218655225383
all_out_mean,1.9224404206086574
all_active_days,1.808571452291261
all_abs_p90,1.6954658574276424
all_days_since_last,1.6538227990107683
payment_to_balance,1.3815845370147177
all_in_mean,1.3766150531196442
zip_code,1.2892339904640036
all_in_cnt,1.2271129302743917
all_txn_cnt,1.0296796002192226
all_net_std,0.9424367913616053
all_abs_p50,0.9361422347615829
all_out_sum,0.895475316415259
all_out_cnt,0.8733505240466918
career,0.8680217703113048
all_avg_gap_days,0.8277063905888544
all_net_sum,0.6574901760510087
all_abs_max,0.6274388069820714
all_avg_ticket,0.6110033030085968
all_in_sum,0.5363152171111809
career_isna,0.5081774986436856
all_net_mean,0.3898872078931327
all_large_cnt_ratio,0.3773546886227396
all_in_mean_isna,0.09122149524024505
all_abs_max_isna,0.087954709856168
all_abs_mean,0.06929477733083454
syndicated,0.05008309787271259
win60d_in_mean,0.00595573620421286
win90d_abs_p90,0.0038068879449332993
win90d_active_days,0.0014109761231656075
win60d_net_mean,0.001263622877889754
win90d_net_sum,0.0009622279513596627
win90d_in_mean,0.0008883768200285921
win30d_night_ratio,0.0006771495112978078
win30d_txn_cnt,0.0006048628944774348
win60d_net_std,0.000584378679116751
win60d_avg_ticket,0.0005473573207738873
win30d_net_std,0.0005058150667615186
win90d_night_ratio,0.0005045326767430631
win30d_avg_gap_days,0.00036479075104278643
win60d_in_cnt,0.0003053875661992487
win30d_abs_p90,0.000290756809688061
win60d_avg_gap_days,0.00022515734624805478
win60d_out_cnt,0.00021997947704141142
win60d_net_sum,0.0002082514332148807
win60d_abs_mean,0.0002072363749604125
win90d_wknd_ratio,0.00020410265871696642
win30d_wknd_ratio,0.00019746583672978588
win90d_days_since_last,0.0001237394937228146
win90d_in_cnt,5.898528725971901e-05
win30d_days_since_last,4.7453771746734865e-05
win90d_avg_gap_days,3.898048004763086e-05
win90d_abs_min,2.925758576172851e-05
win30d_abs_mean,2.6542424038283213e-05
win60d_night_ratio,2.6183768853427674e-05
win60d_abs_p90,2.4333636577212213e-05
win60d_days_since_last,2.3655185144829484e-05
win90d_out_sum,1.810623157561832e-05
win30d_abs_min,1.7271619202554337e-05
win60d_wknd_ratio,1.5873480641301148e-05
win30d_out_mean,7.297467418249699e-07
win60d_large_cnt_ratio,6.534493663602566e-09
win90d_out_in_ratio,6.316690932318315e-10
all_large_cnt_ratio_isna,0.0
all_wknd_ratio_isna,0.0
win90d_out_sum_isna,0.0
all_avg_ticket_isna,0.0
all_out_in_ratio_isna,0.0
all_active_days_isna,0.0
all_out_mean_isna,0.0
all_out_sum_isna,0.0
all_out_cnt_isna,0.0
all_in_sum_isna,0.0
all_in_cnt_isna,0.0
all_abs_min_isna,0.0
all_night_ratio_isna,0.0
win90d_large_cnt_ratio_isna,0.0
all_avg_gap_days_isna,0.0
all_days_since_last_isna,0.0
win90d_out_cnt_isna,0.0
win90d_in_sum_isna,0.0
win90d_in_cnt_isna,0.0
win90d_net_sum_isna,0.0
win90d_txn_cnt_isna,0.0
win60d_active_days_isna,0.0
win60d_large_cnt_ratio_isna,0.0
win60d_out_sum_isna,0.0
win60d_out_cnt_isna,0.0
all_abs_p90_isna,0.0
win60d_in_cnt_isna,0.0
win60d_net_sum_isna,0.0
win60d_txn_cnt_isna,0.0
win30d_active_days_isna,0.0
win30d_large_cnt_ratio_isna,0.0
win30d_out_sum_isna,0.0
win30d_out_cnt_isna,0.0
win30d_in_sum_isna,0.0
win30d_in_cnt_isna,0.0
win30d_net_sum_isna,0.0
win30d_txn_cnt_isna,0.0
win60d_in_sum_isna,0.0
win60d_out_sum,0.0
all_abs_p50_isna,0.0
win60d_abs_min,0.0
win60d_abs_p50,0.0
win60d_txn_cnt,0.0
win30d_active_days,0.0
win30d_large_cnt_ratio,0.0
win30d_avg_ticket,0.0
win30d_out_in_ratio,0.0
win30d_out_sum,0.0
win30d_out_cnt,0.0
win30d_in_mean,0.0
win30d_in_sum,0.0
win30d_in_cnt,0.0
win30d_abs_max,0.0
win30d_abs_p50,0.0
win30d_net_mean,0.0
win30d_net_sum,0.0
all_night_ratio,0.0
installment,0.0
win60d_abs_max,0.0
win60d_in_sum,0.0
all_abs_mean_isna,0.0
win60d_out_mean,0.0
all_net_std_isna,0.0
all_net_mean_isna,0.0
all_net_sum_isna,0.0
all_txn_cnt_isna,0.0
win90d_large_cnt_ratio,0.0
win90d_avg_ticket,0.0
win90d_out_mean,0.0
win90d_out_cnt,0.0
win90d_in_sum,0.0
win90d_abs_max,0.0
win90d_abs_p50,0.0
win90d_abs_mean,0.0
win90d_net_std,0.0
win90d_net_mean,0.0
win90d_txn_cnt,0.0
win60d_active_days,0.0
win60d_out_in_ratio,0.0
win90d_active_days_isna,0.0
