feature,importance
interest_rate,8.024521800604775
term,7.892116006977408
all_abs_min,6.934762600982082
level,6.898735138942198
balance_accounts,6.613998868642903
id,6.465803325645547
issue_time,4.996503916155157
balance,3.9749860164878377
record_time,3.014358134148708
balance_limit,2.8191933483356024
history_time,2.787433817844496
total_accounts,2.434052247270983
residence,2.3383926850997936
all_out_sum,2.226307330723245
loan,2.1774521012574493
all_in_mean,2.117175898555754
all_wknd_ratio,2.0877703128851754
zip_code,2.0859782059791288
all_out_in_ratio,2.0367032881625065
all_out_mean,1.7768883516270042
all_avg_gap_days,1.7689808518439063
all_abs_p90,1.5685550965205535
career,1.4377399044369137
title,1.3721785491770175
all_large_cnt_ratio,1.3587240320274547
all_days_since_last,1.24260607504008
all_abs_p50,1.2020764819577399
all_net_std,1.1714308739280386
all_avg_ticket,1.109523757549314
all_out_cnt,0.9884755532450499
all_abs_max,0.987849097973869
payment_to_balance,0.9061857036022992
all_active_days,0.8546920509928326
all_in_sum,0.8545427370271172
all_txn_cnt,0.7757512300276639
all_net_mean,0.7052543109836876
all_net_sum,0.6813926438943209
all_in_cnt,0.4464948990575003
career_isna,0.3973272583303295
all_abs_mean,0.32986415034338584
all_in_mean_isna,0.04715576358558579
syndicated,0.036462105173674556
all_out_in_ratio_isna,0.017952805215028296
win90d_out_cnt,0.017525919881651923
win60d_in_cnt,0.005677517414516555
win30d_net_sum,0.003524641304995765
win30d_net_std,0.0012969848065067335
win30d_abs_mean,0.0011395697618194456
win90d_avg_ticket,0.0009198689467475288
all_days_since_last_isna,0.0008840298316928234
win90d_net_mean,0.0007541637747271875
win30d_out_sum,0.0006376737845383911
win90d_days_since_last,0.0005306799661942008
win90d_wknd_ratio,0.00048345194365316465
win30d_abs_max,0.0004351903496525502
win90d_net_std,0.0004320045098115435
win30d_out_cnt,0.0003629851834659128
win30d_in_mean,0.0002619182349432881
win60d_net_sum,0.0001673511088589288
win30d_days_since_last,0.00016447610670262407
win90d_in_cnt,0.00014669190325535138
win90d_abs_p90,4.360078276188778e-05
win60d_abs_p90,3.2971804034024486e-05
win90d_abs_min,3.2254148123647374e-05
win90d_out_sum,3.200409613822932e-05
win60d_out_mean,2.7918329050725577e-05
win60d_large_cnt_ratio,2.615978094466884e-05
win30d_out_mean,2.3967191404781e-05
win60d_abs_max,2.374078088835e-05
win30d_abs_p50,2.2819081421770872e-05
win60d_avg_gap_days,2.1580397559443004e-05
win60d_net_mean,1.7179067939125824e-05
win90d_night_ratio,1.2765794675707093e-06
win90d_avg_gap_days,8.088539934541553e-08
all_out_sum_isna,0.0
win60d_active_days_isna,0.0
all_out_cnt_isna,0.0
win90d_txn_cnt_isna,0.0
win90d_net_sum_isna,0.0
win90d_in_cnt_isna,0.0
all_in_sum_isna,0.0
all_in_cnt_isna,0.0
win90d_in_sum_isna,0.0
all_net_std_isna,0.0
all_abs_min_isna,0.0
win90d_out_cnt_isna,0.0
all_abs_max_isna,0.0
win90d_out_sum_isna,0.0
all_abs_p90_isna,0.0
win90d_large_cnt_ratio_isna,0.0
all_abs_p50_isna,0.0
all_out_mean_isna,0.0
win60d_large_cnt_ratio_isna,0.0
win30d_large_cnt_ratio_isna,0.0
win60d_net_sum_isna,0.0
win30d_out_sum_isna,0.0
win30d_out_cnt_isna,0.0
win30d_active_days_isna,0.0
win30d_in_sum_isna,0.0
win60d_txn_cnt_isna,0.0
win30d_in_cnt_isna,0.0
win30d_net_sum_isna,0.0
win30d_txn_cnt_isna,0.0
win60d_in_cnt_isna,0.0
win60d_out_sum_isna,0.0
win60d_in_sum_isna,0.0
all_avg_gap_days_isna,0.0
win60d_out_cnt_isna,0.0
all_active_days_isna,0.0
all_night_ratio_isna,0.0
all_wknd_ratio_isna,0.0
all_large_cnt_ratio_isna,0.0
all_avg_ticket_isna,0.0
all_abs_mean_isna,0.0
win60d_out_sum,0.0
all_net_mean_isna,0.0
all_net_sum_isna,0.0
win60d_abs_p50,0.0
win60d_abs_mean,0.0
win60d_net_std,0.0
win60d_txn_cnt,0.0
win30d_avg_gap_days,0.0
win30d_active_days,0.0
win30d_night_ratio,0.0
win30d_wknd_ratio,0.0
win30d_large_cnt_ratio,0.0
win30d_avg_ticket,0.0
win30d_out_in_ratio,0.0
win30d_in_sum,0.0
win30d_in_cnt,0.0
win30d_abs_min,0.0
win30d_abs_p90,0.0
win30d_net_mean,0.0
win30d_txn_cnt,0.0
all_night_ratio,0.0
installment,0.0
win60d_abs_min,0.0
win60d_in_sum,0.0
win60d_in_mean,0.0
win90d_abs_p50,0.0
all_txn_cnt_isna,0.0
win90d_active_days,0.0
win90d_large_cnt_ratio,0.0
win90d_out_in_ratio,0.0
win90d_out_mean,0.0
win90d_in_mean,0.0
win90d_in_sum,0.0
win90d_abs_max,0.0
win90d_abs_mean,0.0
win60d_out_cnt,0.0
win90d_net_sum,0.0
win90d_txn_cnt,0.0
win60d_days_since_last,0.0
win60d_active_days,0.0
win60d_night_ratio,0.0
win60d_wknd_ratio,0.0
win60d_avg_ticket,0.0
win60d_out_in_ratio,0.0
win90d_active_days_isna,0.0
