id,total_income,total_expense,net_income,income_count,expense_count,tx_count,active_days,avg_income,avg_expense,income_std,expense_std,p95_income,p95_expense,last_tx_days,first_tx_days,has_stm
0,10.997229667805293,9.39934786136071,10.771197098403393,1.9459101490553132,3.7612001156935624,3.8918202981106265,41.0,9.205553935242222,5.6650663960582435,6.3813040937031715,5.587511324898841,9.264987162106081,6.683861446277223,0.0,5.099866427824199,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,8.783147925503272,9.673112919856417,,1.6094379124341003,3.8066624897703196,3.8918202981106265,46.0,7.3973133429621205,5.89162663256528,4.3339455645308735,6.386093933593171,7.435857695750084,6.241362973331002,0.0,5.198497031265826,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,9.920388916411257,10.33605213052601,,1.9459101490553132,4.477336814478207,4.543294782270004,83.0,8.128875227142558,5.87293015166531,5.25502370272697,6.318438170834678,8.203923189030432,6.897319010080199,0.0,5.135798437050262,1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,10.179204578457407,9.641230832285551,9.302393434947994,1.791759469228055,4.04305126783455,4.127134385045092,57.0,8.569918460039117,5.619447383346963,5.35675905168503,5.579731857983015,8.61558951327243,6.141660990666127,0.0,5.19295685089021,1
7,10.52718416759748,10.027639596266255,9.59379774332036,1.9459101490553132,4.110873864173311,4.204692619390966,59.0,8.735558679277348,5.93589721975951,5.842240235009153,6.06545551324118,8.801469470733185,6.984059159791266,0.0,5.170483995038151,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,9.924257848744594,10.19852116110532,,1.9459101490553132,4.356708826689592,4.430816798843313,73.0,8.13274321052316,5.857540869757659,5.382532221365423,6.260182240301695,8.19839877727183,6.3249143636730105,0.0,5.14166355650266,1
12,9.061135939275024,9.57247478585121,,0.6931471805599453,3.4657359027997265,3.4965075614664802,31.0,9.061135939275024,6.140573969695823,0.0,6.379963500977581,9.061135939275024,7.105991194590162,0.0,5.117993812416755,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,10.715017810913368,10.301494249046401,9.63239576378269,1.9459101490553132,4.61512051684126,4.672828834461906,95.0,8.923369379980093,5.699643253219917,6.05597057508821,5.475830307967758,8.997166953299283,6.915465478852035,0.0,5.181783550292085,1
16,11.398228265171209,9.990333374155558,10.983318407412435,1.9459101490553132,4.330733340286331,4.406719247264253,72.0,9.615567024989524,5.676231748213555,6.900494447368984,5.693907090179655,9.68717921595192,6.203690720129339,0.0,5.153291594497779,1
17,11.030250370741705,10.18031366167343,10.472637460251315,1.9459101490553132,4.174387269895637,4.2626798770413155,59.0,9.238571918398746,6.023816017820336,6.743979524869636,6.387326387085531,9.327934500901925,6.963025355479283,0.0,5.170483995038151,1
18,10.86974546990398,9.888378483243564,10.400094772168563,1.9459101490553132,3.912023005428146,4.02535169073515,45.0,9.078081122215641,5.998991758681279,6.415662550703658,6.400925425303242,9.151956207210416,7.2317109376100435,0.0,5.181783550292085,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,10.723100189436462,10.390725562975128,9.460097032010356,1.9459101490553132,4.343805421853684,4.418840607796598,72.0,8.93145086471591,6.062293276236216,6.206895840122785,6.5180787789818275,8.998995071771175,7.598062179763608,0.0,5.1647859739235145,1
21,9.50551282138096,9.515915160769516,,1.6094379124341003,4.04305126783455,4.110873864173311,55.0,8.119441756290007,5.49460713233337,5.577907531605639,4.79122229034719,8.191991720421058,6.078479049092729,0.0,5.14166355650266,1
22,10.02092252762646,9.770476595889876,8.514000098918102,1.9459101490553132,4.07753744390572,4.174387269895637,51.0,8.22938533327599,5.71328374600827,4.801877271173307,6.036871050835411,8.272795998092986,6.215972167656592,0.0,5.0689042022202315,1
23,9.535742272200682,8.865445766572982,8.819357882627417,1.3862943611198906,3.2188758248682006,3.332204510175204,25.0,8.437274420506668,5.690633909900926,5.416070719002155,5.944466062610825,8.491087586021552,6.12662898059514,0.0,5.181783550292085,1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,10.169472561880825,10.127860348020056,6.970316847235485,1.9459101490553132,4.2626798770413155,4.343805421853684,69.0,8.377904686951663,5.882117922861551,5.844743671950925,6.236314077451664,8.460618078011743,6.187679763466057,0.0,5.19295685089021,1
26,9.164551898223078,9.274233059608184,,1.0986122886681098,3.5263605246161616,3.58351893845611,32.0,8.471509397479075,5.7807229394489505,6.213887839097708,5.183431313457189,8.561305000557278,6.236119069589245,0.0,5.081404364984463,1
27,9.044264535944487,9.140171094509267,,1.0986122886681098,3.5263605246161616,3.58351893845611,35.0,8.35123541467878,5.647090262287884,5.088275117153483,4.98802119289653,8.384897378006379,6.217874757078272,0.0,5.181783550292085,1
28,8.96834396718781,8.51166192211203,7.965257337149548,1.3862943611198906,3.295836866004329,3.4011973816621555,27.0,7.869986403997063,5.258580520220941,4.7821319991793345,4.892563157297457,7.903437429564129,6.007331744670548,0.0,4.927253685157205,1
29,10.480414631671422,10.293728695259379,8.710360717463479,1.9459101490553132,4.060443010546419,4.1588830833596715,58.0,8.688795557971494,6.252570935761057,6.327389285290672,6.624325955846657,8.803399425353915,7.909261042049136,0.0,5.123963979403259,1
