row_id,y_true,oof_pred
0,0,0.23272860287287764
1,1,0.5012252512599318
2,0,0.742016361140799
3,0,0.5879348026541222
4,1,0.4442618315777128
5,1,0.619799613836918
6,0,0.17620835618533975
7,1,0.26515582223623857
8,0,0.5530240603229094
9,1,0.6683723571689384
10,0,0.5076292219825427
11,0,0.4470690713507526
12,0,0.28447755080299664
13,0,0.6832736122746729
14,0,0.41316473155715633
15,0,0.41608663367114584
16,0,0.3672855831205216
17,0,0.15393651562900937
18,0,0.5889922288866933
19,0,0.5573036917057566
20,0,0.3639463989592665
21,0,0.35564802749690827
22,0,0.4367860313569646
23,0,0.3968827195351857
24,0,0.2414394550061964
25,0,0.5421022713312323
26,0,0.34908825967981577
27,1,0.54684789208936
28,0,0.4934330173999545
29,0,0.30751441696078075
30,1,0.6491247075578419
31,0,0.4195260278694677
32,0,0.5519407645732894
33,1,0.5354645009569134
34,0,0.3751999716419412
35,0,0.6207017411159759
36,0,0.4879616124134508
37,0,0.27017210651073614
38,0,0.4176964286140274
39,0,0.668105237003958
40,0,0.2629073719871494
41,0,0.29162327574270136
42,1,0.46800898265100865
43,0,0.42082900524250827
44,0,0.4964702839445436
45,0,0.587274385633682
46,0,0.4416246041757059
47,0,0.5282993286406217
48,0,0.40841067132378195
49,0,0.48514489025351826
50,1,0.7154647890188016
51,1,0.7977564735145466
52,0,0.4312280260712078
53,0,0.5024367093092055
54,0,0.27562373368322546
55,0,0.5749801183145717
56,0,0.2403356437536051
57,0,0.21424455972490408
58,0,0.12555023494292872
59,0,0.4711740008714063
60,0,0.23037330054189092
61,0,0.24333384184542872
62,0,0.15463733323438955
63,0,0.2817982994350663
64,1,0.5357485638827684
65,0,0.3186747034079946
66,0,0.4065033843116852
67,0,0.45603203220569094
68,0,0.3435044890519251
69,0,0.4830153548876478
70,1,0.6557844914129735
71,0,0.3260054950019593
72,0,0.4387817629068814
73,0,0.384555678932315
74,0,0.6279690973172956
75,0,0.22953933133365303
76,0,0.2667784075570777
77,0,0.5126149806650446
78,0,0.41365373234567954
79,0,0.4793366803974753
80,1,0.7073718128990711
81,0,0.4870590184136593
82,0,0.2500422697824568
83,0,0.5963660981135521
84,0,0.6438672626464093
85,0,0.3266459725354207
86,1,0.7966869792568289
87,0,0.41024525013811736
88,0,0.37119115864184904
89,0,0.4661820291942409
90,0,0.295477438999579
91,0,0.39426948283819374
92,0,0.3546578593603458
93,0,0.4451453555508216
94,0,0.4284628239860049
95,0,0.47278806867758427
96,0,0.3205050488019209
97,0,0.4233239940680983
98,0,0.4120409110472708
99,0,0.5573297091466594
100,0,0.3009928950535318
101,0,0.334469567644588
102,0,0.4826653383420766
103,0,0.41315652286798177
104,0,0.40900177080551514
105,0,0.43840586445204366
106,0,0.5032703214929696
107,0,0.42464434677842533
108,0,0.3891477670876034
109,0,0.36387710738892165
110,1,0.4916426674047846
111,0,0.4628877435653943
112,0,0.3928258503362404
113,1,0.2782330346430969
114,1,0.5839046550815854
115,0,0.4642340634633262
116,0,0.48355839967363745
117,0,0.3557684841836489
118,0,0.46435347223923473
119,0,0.21193217791229818
120,0,0.46547484111822357
121,0,0.44498834644066476
122,1,0.37582052639958374
123,0,0.39134640066830473
124,0,0.5499160385831234
125,1,0.5621781082920619
126,0,0.3907018783918726
127,0,0.4188680481330251
128,0,0.49345929406722444
129,1,0.467906035931503
130,1,0.4610885857600391
131,0,0.43676237162611153
132,1,0.7126340435644345
133,0,0.4581335817347689
134,0,0.5809064800076926
135,0,0.45221636606061755
136,0,0.7913318448985852
137,0,0.42043771662830653
138,0,0.154374210267543
139,0,0.43236944504611935
140,1,0.5161911322465875
141,1,0.5040030696979267
142,0,0.4530168335476624
143,0,0.49001119208022254
144,0,0.5919204812472174
145,0,0.29872982377571705
146,0,0.6804242328452004
147,1,0.5136098685331253
148,0,0.2840729517583904
149,1,0.342391393889099
150,0,0.39762937046029445
151,0,0.5282112457862673
152,1,0.37740921589199755
153,1,0.39987028477035036
154,0,0.7072978567732557
155,0,0.42172559085967326
156,1,0.40289955062227045
157,0,0.3984095507305005
158,0,0.5698530879730233
159,0,0.381367968502884
160,0,0.46574054528783737
161,0,0.46821562899039065
162,0,0.33391070147582297
163,1,0.16117125629583096
164,0,0.5034524472160488
165,0,0.17923526994647546
166,0,0.3155485076696864
167,0,0.48549807245771415
168,0,0.1498612068490638
169,0,0.1160532853962253
170,0,0.48669362148381556
171,1,0.42581277252286487
172,0,0.43073764781078716
173,0,0.43102478043212966
174,1,0.7397284900800349
175,1,0.7538216291963169
176,0,0.16922430848898862
177,0,0.5030438391934142
178,0,0.31738990055214683
179,0,0.37432752154711624
180,0,0.30935121783614944
181,0,0.5837076007505283
182,1,0.5698979027589515
183,0,0.4464618184660857
184,0,0.3558972114156567
185,0,0.5182344333295766
186,0,0.43092749328810775
187,0,0.4588052044648111
188,0,0.4897944953260095
189,1,0.6999328986143287
190,0,0.47511808632845853
191,0,0.5190011174099776
192,0,0.4178388829317341
193,1,0.4365523753870521
194,1,0.3661685963784577
195,1,0.6816167868392051
196,1,0.428280998944559
197,0,0.6109761074182483
198,1,0.4897157861085897
199,0,0.6578462629761019
200,1,0.5245966361063772
201,0,0.5511965625338404
202,0,0.4311745735944108
203,0,0.27904262499689036
204,1,0.6295187475487735
205,0,0.6009735596667425
206,0,0.4316931793005314
207,0,0.4579928789624299
208,0,0.5097588366831047
209,0,0.43678507592271837
210,0,0.5409851064065745
211,1,0.3513460498665152
212,0,0.34842807332341796
213,0,0.25338508600965903
214,0,0.7419871559537452
215,1,0.7744995925354686
216,0,0.6180907372315387
217,0,0.3818214513136714
218,0,0.3480451268887478
219,0,0.46381041942399537
220,0,0.2707219433843213
221,0,0.2001714747057926
222,0,0.5113050249851777
223,0,0.22913042349769713
224,0,0.6070471113721067
225,0,0.41380758076134383
226,1,0.22569758510420906
227,0,0.5681950619966178
228,0,0.41962797475738045
229,1,0.5824970867446629
230,1,0.5084200393949789
231,0,0.269569006230107
232,0,0.2773557192960239
233,0,0.19903277672925662
234,0,0.496089029512492
235,0,0.22711207785890053
236,0,0.22115492494622108
237,0,0.16957030196131423
238,0,0.6788778262191906
239,1,0.5699130681173887
240,1,0.6953317053450971
241,0,0.46752659750367515
242,0,0.4303866247015966
243,0,0.20012603570080956
244,0,0.38266601406101386
245,0,0.40843238256062986
246,1,0.41900295948631183
247,1,0.5117343873225141
248,0,0.4180225840532408
249,0,0.4143381877964455
250,0,0.523261506894087
251,1,0.47301763096071225
252,0,0.4637092870218681
253,1,0.45207957079992844
254,0,0.5452378317530993
255,0,0.31758983920576933
256,0,0.15572940488643253
