feature,importance
level,14.223382429269085
term,13.873433555491468
id,11.212077196589316
balance_accounts,9.572585104645507
issue_time,8.942380949613042
record_time,7.636864735990629
balance,5.066138575609532
title,3.929516542307817
history_time,3.8615502887843833
balance_limit,3.7716730160238514
residence,3.405688853060251
total_accounts,3.3616941117665426
loan,2.8235092152923875
career,2.4733402184002014
interest_rate,2.1219322318876035
zip_code,1.6439653583759273
payment_to_balance,1.3079880776697514
career_isna,0.7640794788103752
syndicated,0.008200060412288927
installment,0.0
