feature,importance
level,16.929779608731607
term,14.420599306631775
id,13.350017506552238
issue_time,7.633715543622554
balance_accounts,7.483266076159757
record_time,5.783749889669878
balance,5.543877989876496
loan,3.8941949023807276
balance_limit,3.85015764926683
total_accounts,3.5369425884963617
title,3.289071855259199
residence,3.1923024799893875
history_time,2.920546213610472
interest_rate,2.752541790251419
career,2.5511023931135544
zip_code,1.0962589098827253
career_isna,1.0264575606633437
payment_to_balance,0.5251402463075884
syndicated,0.22027748953431164
installment,0.0
