feature,importance
level,14.831191170863331
term,13.455553988962816
id,11.29154119243253
issue_time,7.641734738416107
balance_accounts,6.707832515494732
balance,6.531184350881747
record_time,5.773000018403897
title,4.674899178578831
balance_limit,4.532924290124748
residence,4.1285099741673665
career,3.736006145570139
history_time,3.585959842526041
loan,3.243107328026459
total_accounts,3.082428636569928
interest_rate,2.3122839218001077
payment_to_balance,2.268246368710321
zip_code,1.241192477281538
career_isna,0.8742784966636674
syndicated,0.08812536452564297
installment,0.0
