feature,importance
term,15.51735704774655
level,14.919856192368663
id,10.039616342515098
issue_time,7.75594807302606
balance_accounts,7.689386171664184
record_time,7.437186565337143
balance,5.8833941487282155
balance_limit,5.04657301822094
residence,4.184724974777469
title,3.9815846826817904
history_time,3.666273118548772
total_accounts,3.1839887680007553
loan,3.0579952144554303
career,2.791823980173523
interest_rate,1.6378039080681663
zip_code,1.566613615047789
payment_to_balance,0.8717080060750534
career_isna,0.6054850840043725
syndicated,0.1626810885599159
installment,0.0
