iter	Passed	Remaining
0	60	300020
1	114	285824
2	166	276518
3	227	284445
4	271	270890
5	318	265501
6	371	264959
7	417	260730
8	470	261109
9	529	264135
10	590	267720
11	651	270898
12	720	276474
13	777	276860
14	836	277952
15	895	278820
16	960	281485
17	1014	280878
18	1067	279935
19	1129	281211
20	1188	281896
21	1258	284657
22	1314	284399
23	1369	284002
24	1420	282620
25	1475	282260
26	1533	282389
27	1590	282499
28	1650	282943
29	1707	282896
30	1760	282165
31	1818	282358
32	1873	281944
33	1931	282141
34	2000	283755
35	2061	284265
36	2121	284536
37	2196	286848
38	2257	287118
39	2315	287165
40	2372	287009
41	2427	286614
42	2480	285959
43	2536	285705
44	2581	284285
45	2635	283809
46	2692	283726
47	2745	283239
48	2800	282933
49	2858	282955
50	2919	283345
51	2977	283311
52	3034	283272
53	3095	283549
54	3150	283257
55	3205	282987
56	3257	282489
57	3313	282337
58	3366	281910
59	3420	281636
60	3476	281475
61	3528	281038
62	3583	280838
63	3637	280540
64	3689	280091
65	3747	280123
66	3801	279863
67	3843	278756
68	3896	278473
69	3957	278748
70	4013	278624
71	4062	278086
72	4122	278222
73	4176	278043
74	4229	277763
75	4287	277806
76	4334	277140
77	4387	276870
78	4443	276814
79	4504	277034
80	4555	276620
81	4608	276381
82	4671	276743
83	4728	276730
84	4780	276445
85	4836	276347
86	4890	276152
87	4950	276322
88	5004	276149
89	5063	276218
90	5120	276199
91	5179	276317
92	5235	276265
93	5297	276509
94	5353	276392
95	5412	276464
96	5467	276342
97	5523	276280
98	5581	276307
99	5656	277185
100	5681	275565
101	5736	275464
102	5792	275409
103	5851	275491
104	5907	275379
105	5965	275417
106	6020	275303
107	6048	273970
108	6106	273996
109	6168	274198
110	6224	274166
111	6279	274037
112	6336	274049
113	6395	274107
114	6434	273324
115	6489	273222
116	6512	271787
117	6565	271623
118	6619	271508
119	6672	271354
120	6732	271454
121	6755	270102
122	6810	270044
123	6864	269947
124	6962	271539
125	7026	271810
126	7081	271734
127	7114	270778
128	7173	270855
129	7236	271074
130	7292	271043
131	7346	270943
132	7405	270991
133	7460	270927
134	7499	270275
135	7554	270171
136	7616	270350
137	7672	270300
138	7726	270199
139	7779	270052
140	7834	269991
141	7891	269992
142	7954	270166
143	8009	270112
144	8067	270111
145	8123	270081
146	8201	270754
147	8254	270618
148	8308	270510
149	8366	270518
150	8421	270441
151	8467	270067
152	8524	270044
153	8588	270254
154	8647	270303
155	8704	270301
156	8759	270202
157	8820	270316
158	8879	270360
159	8945	270614
160	9000	270524
161	9057	270496
162	9116	270537
163	9207	271511
164	9263	271455
165	9323	271500
166	9377	271386
167	9436	271406
168	9492	271341
169	9547	271269
170	9602	271170
171	9664	271266
172	9736	271674
173	9793	271630
174	9849	271557
175	9909	271606
176	9974	271782
177	10028	271674
178	10082	271557
179	10112	270776
180	10165	270655
181	10222	270609
182	10285	270750
183	10344	270759
184	10400	270692
185	10432	270006
186	10491	270026
187	10527	269447
188	10581	269356
189	10639	269344
190	10668	268605
191	10727	268643
192	10764	268106
193	10816	267967
194	10876	268013
195	10919	267627
196	10976	267607
197	11033	267599
198	11088	267514
199	11142	267420
200	11196	267323
201	11254	267317
202	11315	267392
203	11330	266384
204	11381	266214
205	11440	266250
206	11496	266187
207	11550	266112
208	11608	266104
209	11664	266069
210	11720	266019
211	11779	266028
212	11820	265653
213	11881	265717
214	11941	265761
215	11995	265669
216	12053	265670
217	12109	265621
218	12168	265653
219	12229	265720
220	12283	265634
221	12340	265608
222	12396	265554
223	12453	265527
224	12507	265447
225	12565	265423
226	12622	265399
227	12679	265372
228	12733	265300
229	12790	265272
230	12849	265278
231	12909	265322
232	12973	265418
233	13029	265387
234	13086	265356
235	13102	264493
236	13159	264461
237	13217	264469
238	13272	264401
239	13326	264306
240	13384	264304
241	13442	264299
242	13505	264392
243	13562	264361
244	13618	264308
245	13672	264225
246	13729	264192
247	13785	264139
248	13843	264138
249	13904	264184
250	13943	263821
251	14007	263914
252	14075	264090
253	14134	264096
254	14189	264033
255	14247	264032
256	14302	263956
257	14357	263893
258	14414	263858
259	14465	263725
260	14521	263673
261	14567	263442
262	14625	263421
263	14683	263413
264	14735	263298
265	14792	263264
266	14852	263276
267	14914	263348
268	14983	263519
269	15039	263471
270	15095	263416
271	15152	263385
272	15206	263305
273	15265	263310
274	15318	263202
275	15375	263158
276	15431	263119
277	15491	263134
278	15549	263109
279	15611	263168
280	15676	263266
281	15700	262680
282	15762	262728
283	15821	262730
284	15880	262731
285	15900	262073
286	15957	262042
287	16014	262019
288	16071	261982
289	16128	261952
290	16183	261881
291	16238	261824
292	16293	261756
293	16350	261723
294	16416	261821
295	16499	262206
296	16526	261701
297	16585	261700
298	16646	261715
299	16705	261713
300	16762	261679
301	16819	261641
302	16878	261643
303	16939	261677
304	17013	261903
305	17071	261870
306	17134	261925
307	17186	261817
308	17250	261891
309	17319	262023
310	17376	261991
311	17436	261996
312	17491	261926
313	17549	261898
314	17603	261823
315	17657	261729
316	17719	261771
317	17779	261774
318	17841	261808
319	17904	261846
320	17962	261831
321	18025	261880
322	18067	261611
323	18122	261543
324	18178	261488
325	18234	261437
326	18291	261390
327	18350	261377
328	18416	261462
329	18473	261421
330	18532	261417
331	18588	261363
332	18649	261375
333	18674	260881
334	18733	260875
335	18806	261055
336	18866	261045
337	18925	261037
338	18982	261000
339	19044	261020
340	19106	261042
341	19161	260981
342	19215	260890
343	19275	260888
344	19331	260839
345	19388	260794
346	19442	260707
347	19501	260696
348	19558	260644
349	19615	260609
350	19670	260542
351	19727	260492
352	19784	260454
353	19837	260351
354	19900	260384
355	19960	260389
356	20021	260390
357	20076	260319
358	20131	260249
359	20184	260150
360	20237	260062
361	20295	260033
362	20350	259959
363	20406	259905
364	20464	259870
365	20528	259909
366	20584	259861
367	20646	259879
368	20706	259864
369	20762	259810
370	20824	259828
371	20889	259880
372	20947	259850
373	21020	260003
374	21074	259921
375	21127	259826
376	21185	259791
377	21241	259727
378	21295	259644
379	21349	259562
380	21405	259509
381	21463	259472
382	21530	259549
383	21588	259508
384	21643	259440
385	21702	259423
386	21758	259363
387	21812	259270
388	21874	259287
389	21939	259338
390	22003	259375
391	22061	259329
392	22121	259325
393	22181	259307
394	22237	259255
395	22295	259219
396	22354	259183
397	22411	259145
398	22469	259099
399	22525	259039
400	22578	258944
401	22639	258944
402	22698	258921
403	22761	258941
404	22817	258878
405	22870	258788
406	22928	258744
407	22983	258675
408	23041	258636
409	23098	258588
410	23150	258480
411	23206	258427
412	23267	258424
413	23325	258382
414	23381	258324
415	23437	258258
416	23495	258226
417	23547	258123
418	23608	258113
419	23671	258130
420	23729	258097
421	23792	258110
422	23846	258021
423	23910	258048
424	23965	257981
425	24022	257931
426	24077	257859
427	24134	257815
428	24189	257738
429	24245	257680
430	24302	257629
431	24360	257588
432	24417	257540
433	24475	257495
434	24532	257449
435	24587	257380
436	24641	257295
437	24695	257218
438	24747	257109
439	24803	257057
440	24861	257009
441	24921	256995
442	24979	256951
443	25035	256891
444	25093	256856
445	25146	256766
446	25199	256674
447	25256	256622
448	25312	256568
449	25370	256522
450	25424	256446
451	25479	256371
452	25535	256317
453	25595	256292
454	25650	256222
455	25707	256168
456	25762	256106
457	25822	256086
458	25883	256071
459	25941	256032
460	25999	255992
461	26052	255897
462	26107	255827
463	26159	255730
464	26218	255700
465	26275	255651
466	26334	255621
467	26389	255553
468	26447	255511
469	26506	255475
470	26575	255544
471	26645	255617
472	26712	255664
473	26777	255681
474	26847	255759
475	26905	255719
476	26967	255707
477	27023	255651
478	27079	255584
479	27137	255543
480	27195	255503
481	27260	255523
482	27320	255497
483	27380	255478
484	27443	255476
485	27508	255499
486	27592	255694
487	27655	255700
488	27716	255681
489	27781	255701
490	27852	255781
491	27909	255728
492	27967	255676
493	28036	255730
494	28097	255711
495	28154	255658
496	28211	255605
497	28263	255504
498	28318	255429
499	28377	255399
500	28438	255380
501	28494	255319
502	28551	255264
503	28613	255248
504	28671	255208
505	28733	255190
506	28785	255094
507	28843	255048
508	28901	255001
509	28958	254951
510	29016	254901
511	29070	254819
512	29125	254751
513	29182	254695
514	29241	254656
515	29298	254600
516	29353	254526
517	29412	254495
518	29472	254461
519	29536	254469
