iter	Logloss
0	0.6911959193
1	0.6896141312
2	0.6877800435
3	0.6860606007
4	0.6844845333
5	0.6829349715
6	0.6817213888
7	0.680445019
8	0.6792567642
9	0.6780409398
10	0.6772505445
11	0.6759726892
12	0.675171734
13	0.6741253214
14	0.6735362463
15	0.6724053179
16	0.6716956668
17	0.6708413198
18	0.6699788484
19	0.6691756184
20	0.6685852703
21	0.6680965032
22	0.6675158716
23	0.6670032668
24	0.6663938683
25	0.665922991
26	0.6650783697
27	0.6643359786
28	0.6639343081
29	0.6635074112
30	0.6632396248
31	0.66252557
32	0.6622144916
33	0.6619077431
34	0.661225904
35	0.6607671271
36	0.6605605676
37	0.6602357037
38	0.6600507916
39	0.6596030732
40	0.6592612443
41	0.6589276012
42	0.6585006032
43	0.6581488161
44	0.6579103736
45	0.6573654796
46	0.6568814372
47	0.656568098
48	0.6563462616
49	0.6561551803
50	0.6557411311
51	0.6554546
52	0.6551953334
53	0.6549255841
54	0.6547141885
55	0.6543995512
56	0.6542290797
57	0.6539928359
58	0.653796064
59	0.6535669787
60	0.6533123785
61	0.6531195284
62	0.6529258202
63	0.6526444317
64	0.6522976599
65	0.6521846429
66	0.6521333985
67	0.6518661169
68	0.6515718324
69	0.6513192663
70	0.6512019169
71	0.6509863865
72	0.6508622866
73	0.6506690094
74	0.6506183847
75	0.6504088848
76	0.6502913891
77	0.6501652425
78	0.6499843214
79	0.6499324337
80	0.6496870783
81	0.649567948
82	0.6493846676
83	0.649247782
84	0.6490934883
85	0.6490095153
86	0.6489179288
87	0.6488786388
88	0.6487870382
89	0.6486421119
90	0.6485419183
91	0.6484047087
92	0.648295077
93	0.6482398733
94	0.6481016724
95	0.6480458963
96	0.6478236613
97	0.6477153846
98	0.6476340231
99	0.6476250152
100	0.6475707246
101	0.6475036028
102	0.6473866993
103	0.6472611243
104	0.6471044392
105	0.6470503232
106	0.6469269377
107	0.6468603169
108	0.6467299926
109	0.6466330033
110	0.6465943002
111	0.6465261204
112	0.6464550741
113	0.6463981295
114	0.6463022884
115	0.6461966404
116	0.6461019555
117	0.6460363461
118	0.6460363461
119	0.6459494096
120	0.6458546441
121	0.6457696811
122	0.6456910115
123	0.6456242923
124	0.6455528946
125	0.6454892308
126	0.6454389786
127	0.6453815225
128	0.6453153742
129	0.6452454948
130	0.6451357951
131	0.6450678813
132	0.6449608221
133	0.6449006901
134	0.6447775218
135	0.6446672941
136	0.6445816948
137	0.6445122927
138	0.644476727
139	0.6443260528
140	0.6442601617
141	0.644104657
142	0.6440500314
143	0.6439879237
144	0.6439379086
145	0.6438545925
146	0.643769966
147	0.6436853468
148	0.643610097
149	0.6435543328
150	0.6435515879
151	0.6434347897
152	0.6433371825
153	0.6432358867
154	0.6431807147
155	0.6431227221
156	0.6430305611
157	0.642978831
158	0.6428979403
159	0.6428604468
160	0.6427992078
161	0.6426926509
162	0.6426508646
163	0.6425901674
164	0.6424652494
165	0.6424416457
166	0.6423909957
167	0.6423791374
168	0.6423791374
169	0.6423188079
170	0.6422513972
171	0.6422008657
172	0.642164599
173	0.6420989634
174	0.6420609994
175	0.6420294102
176	0.6420040009
177	0.6419280696
178	0.6418765964
179	0.6418304658
180	0.6418050113
181	0.6417884366
182	0.6417535201
183	0.6416985887
184	0.6416097156
185	0.6415434197
186	0.641420916
187	0.6413731937
188	0.6413268168
189	0.6412259553
190	0.6412208945
191	0.6411680651
192	0.6410912247
193	0.64103955
194	0.6409613426
195	0.6409201222
196	0.6408528388
197	0.6407878235
198	0.6407174845
199	0.6406636837
200	0.6406410028
201	0.6405698659
202	0.6405282965
203	0.6404812748
204	0.6404448666
205	0.6403825293
206	0.6403642501
207	0.6403068975
208	0.6402600586
209	0.6402321439
210	0.6401782331
211	0.6401375248
212	0.6400563691
213	0.6400509702
214	0.6399684233
215	0.6399286987
216	0.6398822751
217	0.6397946669
218	0.6397726558
219	0.639725268
