id,tx_count,income_count,expense_count,sum_income,sum_expense_abs,mean_abs_amount,std_abs_amount,min_abs_amount,max_abs_amount,active_days,amt_p50,amt_p75,amt_p90,ewm_income,ewm_expense_abs,ewm_tx,ewm_income_expense_ratio,record_dt,last_tx_days_before_record,first_tx_days_before_record,span_days,has_statement
0,48.0,6,42,59707.5,12079.499999999998,1495.5625,3246.393229991407,2.01,10638.1,41.0,279.64,425.95500000000004,9082.000000000005,23139.658267720402,4462.749863896956,18.05056661444116,5.185067273188917,2009-04-02 00:03:42+00:00,5.002569444444444,168.00256944444445,163.0,1
1,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2006-10-27 00:07:45+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
2,48.0,4,44,6522.38,15883.72,466.79375,674.4758699392581,4.8,3394.94,46.0,259.73,449.6,1545.0630000000006,2667.4688012197366,8076.550819287638,20.29942163242054,0.3302732640336449,2013-11-09 00:56:33+00:00,0.03927083333333333,180.03927083333335,180.00000000000003,1
3,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2008-06-25 00:32:15+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
4,93.0,6,87,20339.899999999998,30823.099999999995,550.1397849462365,924.4066629829887,0.0,3672.2,83.0,255.18,392.78,1717.0739999999983,6288.338550925621,12957.108287535377,36.070362354729994,0.48531959534327174,2009-04-21 00:42:07+00:00,23.029247685185187,192.0292476851852,169.0,1
5,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2008-07-02 00:23:23+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
6,61.0,5,56,26348.5,15385.269999999999,684.1601639344261,1406.2283131453582,0.0,5519.5,57.0,301.2,396.34,485.05,8320.652246361147,7024.150177115873,27.620075449798705,1.1845777832981386,2008-09-02 00:10:48+00:00,1.0075,180.00750000000002,179.00000000000003,1
7,66.0,6,60,37315.25,22642.76,908.454696969697,1745.0357947302705,1.11,6676.25,59.0,293.645,429.3125,1961.8049999999998,11162.70204870079,7748.976588922378,21.93512942725171,1.440538878986747,2008-02-24 00:33:05+00:00,21.022974537037037,196.02297453703704,175.00000000000003,1
8,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2011-04-16 00:37:41+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
9,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2011-03-24 00:31:44+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
10,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2006-08-26 00:34:02+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
11,83.0,6,77,20418.749999999996,26862.430000000004,569.6527710843374,944.9026759902033,0.0,3918.16,73.0,300.99,453.92,557.31,6294.484431271569,10663.894602447188,32.089355047734976,0.5902613131441761,2007-02-25 00:27:07+00:00,23.018831018518522,193.01883101851854,170.0,1
12,32.0,1,31,8612.93,14362.919999999998,717.9953125000001,1556.378796420809,1.12,8612.93,31.0,345.20000000000005,473.105,764.1170000000006,2872.9702868052327,4375.107076752137,11.007985732173394,0.6566628510811177,2008-05-22 00:54:14+00:00,21.037662037037038,187.03766203703705,166.0,1
13,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2006-01-16 00:20:32+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
14,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2006-06-02 00:20:18+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
15,106.0,6,100,45026.009999999995,29776.08,705.6800943396227,1692.319762121126,3.33,8104.78,95.0,291.685,399.90250000000003,1006.74,15068.028228693169,10633.249755327619,35.96301656056403,1.4170670844201299,2009-05-21 00:14:58+00:00,9.01039351851852,186.01039351851853,177.00000000000003,1
16,81.0,6,75,102550.20000000001,21813.57,1535.355185185185,4456.460265733925,3.46,19249.1,72.0,279.26,372.02,520.53,32693.800135497622,7023.096542706004,25.639156374459983,4.655183071554457,2008-04-26 00:46:07+00:00,20.032025462962963,192.032025462963,172.0,1
17,70.0,6,64,61712.03,27106.449999999997,1268.8354285714286,2849.8113233684594,4.81,11304.4,59.0,293.35,508.1275,2801.2310000000016,22339.986205168436,12532.923944068332,29.050390197780196,1.7825039316337394,2009-05-02 00:10:19+00:00,0.0071643518518518514,180.00716435185188,180.00000000000003,1
18,55.0,6,49,52560.83,19699.09,1313.8167272727273,2699.0430494872417,1.86,9487.5,45.0,315.8,383.36,6052.4560000000065,16597.283227758475,7718.646058809114,17.012926738435624,2.1502842728248144,2007-05-22 00:30:33+00:00,15.021215277777777,192.0212152777778,177.00000000000003,1
19,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2014-04-06 00:40:41+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
20,82.0,6,76,45391.409999999996,32555.28,950.5693902439025,1985.9939182601468,0.0,8099.08,72.0,295.625,488.435,2336.4690000000014,14086.27749461377,10098.942360464045,26.230546899654744,1.394827001861065,2007-06-27 00:20:27+00:00,19.01420138888889,193.01420138888892,174.00000000000003,1
21,60.0,4,56,13432.58,13573.05,450.09383333333335,795.3256960241151,4.22,3624.07,55.0,267.13,350.8275,448.5960000000001,3888.2178887945443,3841.9840594464217,18.05052782278003,1.012033842054718,2008-02-28 00:39:30+00:00,26.027430555555554,196.02743055555555,170.0,1
22,64.0,6,58,22491.17,17508.11,624.98875,1089.6039841932675,9.01,3945.25,51.0,261.94,388.375,2555.3110000000047,8273.302839896845,8031.795581792117,27.059772426868687,1.0300688999919543,2007-03-03 00:46:04+00:00,22.031990740740742,180.03199074074075,158.0,1
23,27.0,3,24,13844.87,7081.949999999999,775.0674074074074,1433.0072006035005,5.02,4901.42,25.0,272.07,427.48,2930.592000000005,5264.729691904424,3585.7286946945123,11.25748711980413,1.468245408442134,2009-04-30 00:03:48+00:00,19.00263888888889,196.0026388888889,177.00000000000003,1
24,67.0,6,61,28899.899999999998,22066.489999999998,777.8591379310345,1483.8435336808755,2.25,5916.08,58.0,294.62,423.14250000000004,1904.7760000000076,10133.588086693115,8420.180820918427,25.648214628489896,1.1923787007531934,2008-12-02 00:24:46+00:00,12.037280092592594,180.03300925925927,174.00000000000003,0
25,72.0,6,66,26093.309999999998,24044.719999999998,696.3615277777777,1222.4188431504083,1.47,4738.32,65.0,323.595,408.5125,1696.6319999999996,10293.085961316283,10404.210209878436,29.67139869598675,0.9893192999448777,2008-11-02 00:47:12+00:00,1.0327777777777778,180.0327777777778,179.00000000000003,1
