id,label,oof_blend
0,0,0.2668217876104833
1,1,0.0
2,0,0.4488910029307964
3,0,0.3205341771073674
4,1,0.3348060723430566
5,1,0.3728582183839221
6,0,0.17473520905860568
7,1,0.2179728993607345
8,0,0.3767626490358801
9,1,0.4414908389838549
10,0,0.0
11,0,0.2490325535232989
12,0,0.2481051937046279
13,0,0.0
14,0,0.26070272625249147
15,0,0.2523551694887128
16,0,0.20764273623988633
17,0,0.17952960625941658
18,0,0.0
19,0,0.31122937399122264
20,0,0.25011409423283604
21,0,0.26985569298568723
22,0,0.19068127630220957
23,0,0.304488205815948
24,0,0.172551137330047
25,0,0.35010395918562487
26,0,0.25814222655139824
27,1,0.0
28,0,0.30680291069094234
29,0,0.2131423811358965
30,1,0.42672417860095174
31,0,0.0
32,0,0.30639705286027585
33,1,0.0
34,0,0.0
35,0,0.40262038494576735
36,0,0.29848924864041493
37,0,0.0
38,0,0.18671169804306215
39,0,0.39664510406167097
40,0,0.26752422311988167
41,0,0.0
42,1,0.2743357180349724
43,0,0.17731030913083634
44,0,0.30195745870782176
45,0,0.365919592076668
46,0,0.0
47,0,0.24806578174474736
48,0,0.21130573843841832
49,0,0.2752941303064785
50,1,0.0
51,1,0.47222588392156395
52,0,0.31582931114625123
53,0,0.2847146774853686
54,0,0.21929863883869677
55,0,0.3393529174554544
56,0,0.0
57,0,0.1421126717315489
58,0,0.18472474343883294
59,0,0.3137200845275344
60,0,0.11534394055302881
61,0,0.17931268247546878
62,0,0.1710410709528153
63,0,0.13037596870171164
64,1,0.0
65,0,0.2851469537490985
66,0,0.0
67,0,0.23781846682627894
68,0,0.2368933762017498
69,0,0.2942419223154525
70,1,0.3156726333563885
71,0,0.2748086223958285
72,0,0.21450956705360152
73,0,0.0
74,0,0.0
75,0,0.18815251362873817
76,0,0.18619222180948208
77,0,0.31948245790143676
78,0,0.0
79,0,0.0
80,1,0.46940904871968514
81,0,0.0
82,0,0.12736146221405745
83,0,0.3221436961346964
84,0,0.39683407558703643
85,0,0.0
86,1,0.34816225923524996
87,0,0.0
88,0,0.0
89,0,0.0
90,0,0.249265816480349
91,0,0.0
92,0,0.23601406362945343
93,0,0.0
94,0,0.0
95,0,0.0
96,0,0.25178679366652623
97,0,0.23883017052714145
98,0,0.24462917094586384
99,0,0.2940858692275917
100,0,0.1257914789840339
101,0,0.28339277432596865
102,0,0.0
103,0,0.13975023107839285
104,0,0.0
105,0,0.23363449485967153
106,0,0.3658487248809889
107,0,0.1639131691192729
108,0,0.0
109,0,0.0
110,1,0.3161127041104286
111,0,0.261715780100909
112,0,0.0
113,1,0.24711607003458275
114,1,0.29551574398097635
115,0,0.0
116,0,0.0
117,0,0.27339679029926234
118,0,0.2842109024063719
119,0,0.2380991134546102
120,0,0.3068226838402912
121,0,0.19777534281437203
122,1,0.0
123,0,0.0
124,0,0.328621848428869
125,1,0.3202063247672922
126,0,0.0
127,0,0.0
128,0,0.0
129,1,0.0
130,1,0.23847107572125142
131,0,0.0
132,1,0.5051862746406195
133,0,0.28388858443265286
134,0,0.0
135,0,0.25453270589022114
136,0,0.5069441615190036
137,0,0.255588933158952
138,0,0.22309940664800498
139,0,0.1897002114849489
140,1,0.30573741372891083
141,1,0.3080010860599389
142,0,0.0
143,0,0.0
144,0,0.39193415326659053
145,0,0.0
146,0,0.4534380289457341
147,1,0.38065726316032295
148,0,0.18239929069873356
149,1,0.2565900830847747
150,0,0.0
151,0,0.40791053573646546
152,1,0.20081368322107468
153,1,0.2200488739784096
154,0,0.31146129899996366
155,0,0.3070568116083983
156,1,0.32666720635440377
157,0,0.12969794841333604
158,0,0.33061846964132735
159,0,0.2605869063711315
160,0,0.26256073453193984
161,0,0.0
162,0,0.2838950609461662
163,1,0.11610278079813585
164,0,0.0
165,0,0.14296919958660026
166,0,0.0
167,0,0.2991658234977186
168,0,0.19249080624306658
169,0,0.16108180696623753
170,0,0.0
171,1,0.28788846956418107
172,0,0.253666638919385
173,0,0.19891596194971997
174,1,0.4015137439273012
175,1,0.45752218655939736
176,0,0.0
177,0,0.2863030161562119
178,0,0.25463870024364205
179,0,0.0
180,0,0.3282485420343694
181,0,0.3182769376047327
182,1,0.26217951929752137
183,0,0.17817158630413626
184,0,0.1624325888798075
185,0,0.3525447131361781
186,0,0.17057391367601984
187,0,0.23925777577728868
188,0,0.2674837286555241
189,1,0.3474778417939548
190,0,0.0
191,0,0.0
192,0,0.0
193,1,0.3574867826847955
194,1,0.2690009677407437
195,1,0.34171377466435715
196,1,0.0
197,0,0.3245562225300546
198,1,0.3403120769782739
199,0,0.39357534428039886
200,1,0.3708682423491556
201,0,0.0
202,0,0.0
203,0,0.23354895392922648
204,1,0.0
205,0,0.3754695833662833
206,0,0.251880708985056
207,0,0.18390067421796935
208,0,0.0
209,0,0.19101258748356273
210,0,0.35271383693623237
211,1,0.0
212,0,0.2049194886036879
213,0,0.28199991521642487
214,0,0.0
215,1,0.4614876250703731
216,0,0.4088334679928207
217,0,0.0
218,0,0.1895821879060598
