id,label,oof_lgb
0,0,0.1761709768726148
1,1,0.0
2,0,0.24568410497454166
3,0,0.19947753367919688
4,1,0.22362321989010717
5,1,0.21991817483825982
6,0,0.15289563195129324
7,1,0.14445483368843476
8,0,0.19649248200476793
9,1,0.24568410497454166
10,0,0.0
11,0,0.12626185878438553
12,0,0.1250187219404154
13,0,0.0
14,0,0.14530945501656456
15,0,0.1562125474337176
16,0,0.15349904048512414
17,0,0.15289563195129324
18,0,0.0
19,0,0.17517949791574688
20,0,0.12810933813765868
21,0,0.1969547724044681
22,0,0.11679517627440723
23,0,0.18512895390405482
24,0,0.1643507116143137
25,0,0.1914778233008146
26,0,0.14027674036607685
27,1,0.0
28,0,0.20242923902317547
29,0,0.13653856137028755
30,1,0.3147520940299091
31,0,0.0
32,0,0.19507992582797248
33,1,0.0
34,0,0.0
35,0,0.26052905651920777
36,0,0.17727357867260599
37,0,0.0
38,0,0.12115289258206553
39,0,0.22893096338713068
40,0,0.1759994846136304
41,0,0.0
42,1,0.17250457859755042
43,0,0.10418419950958246
44,0,0.1814280002996789
45,0,0.221973927777383
46,0,0.0
47,0,0.15163112474476467
48,0,0.1320051118473339
49,0,0.17921917317268538
50,1,0.0
51,1,0.24568410497454166
52,0,0.18404100085342806
53,0,0.1660441009389375
54,0,0.1552789363104362
55,0,0.18658727051190785
56,0,0.0
57,0,0.10232195428151175
58,0,0.17746425286649936
59,0,0.19724240463228573
60,0,0.10000322808215219
61,0,0.1643507116143137
62,0,0.15289563195129324
63,0,0.10000322808215219
64,1,0.0
65,0,0.16343219446367355
66,0,0.0
67,0,0.1429176684760129
68,0,0.156844290410879
69,0,0.181787405349313
70,1,0.16618011534489674
71,0,0.1508040161857988
72,0,0.1406710813851468
73,0,0.0
74,0,0.0
75,0,0.12627042781518266
76,0,0.11758612791805857
77,0,0.23097759372900087
78,0,0.0
79,0,0.0
80,1,0.31658433807957326
81,0,0.0
82,0,0.10104853261711638
83,0,0.18369863966975075
84,0,0.21544083238409983
85,0,0.0
86,1,0.25356648605154386
87,0,0.0
88,0,0.0
89,0,0.0
90,0,0.12662072487215495
91,0,0.0
92,0,0.15494218035101015
93,0,0.0
94,0,0.0
95,0,0.0
96,0,0.15494218035101015
97,0,0.1576002223052727
98,0,0.11948742404987003
99,0,0.1858251919791777
100,0,0.11131716314978755
101,0,0.17572012306329474
102,0,0.0
103,0,0.12381688547039155
104,0,0.0
105,0,0.14918864592599615
106,0,0.20201194053306437
107,0,0.13214636251726739
108,0,0.0
109,0,0.0
110,1,0.19849290959120627
111,0,0.14595808562700174
112,0,0.0
113,1,0.16787873838795067
114,1,0.18139189450674909
115,0,0.0
116,0,0.0
117,0,0.156844290410879
118,0,0.16935932109618146
119,0,0.15494218035101015
120,0,0.20650194944764258
121,0,0.12948019121684515
122,1,0.0
123,0,0.0
124,0,0.21348643735210915
125,1,0.1866041704060852
126,0,0.0
127,0,0.0
128,0,0.0
129,1,0.0
130,1,0.17271326611885676
131,0,0.0
132,1,0.3859174442910893
133,0,0.17668772242478517
134,0,0.0
135,0,0.13327118233477547
136,0,0.37667600717800515
137,0,0.13634859668539026
138,0,0.15494218035101015
139,0,0.12787482223220806
140,1,0.1878587816601362
141,1,0.18329303581996131
142,0,0.0
143,0,0.0
144,0,0.21979293780432582
145,0,0.0
146,0,0.3034303551141951
147,1,0.2150145035277799
148,0,0.11080446463675482
149,1,0.17132116009674764
150,0,0.0
151,0,0.25803079459454936
152,1,0.1084534542769938
153,1,0.13742811938252955
154,0,0.20075759990711511
155,0,0.19037669064860727
156,1,0.19945981362564738
157,0,0.12631008748896497
158,0,0.20161041101381175
159,0,0.17831513730920798
160,0,0.13949252447777122
161,0,0.0
162,0,0.17132116009674764
163,1,0.09786370109509691
164,0,0.0
165,0,0.12059808204311938
166,0,0.0
167,0,0.19947367483103912
168,0,0.15289563195129324
169,0,0.15289563195129324
170,0,0.0
171,1,0.16628474002813715
172,0,0.13339122093221029
173,0,0.12584093378251898
174,1,0.21261362306104156
175,1,0.2495822992426336
176,0,0.0
177,0,0.16389241794745277
178,0,0.13488669989260577
179,0,0.0
180,0,0.20444124190814522
181,0,0.21149653861731477
182,1,0.17209233236118968
183,0,0.11539305544752851
184,0,0.10690337107096844
185,0,0.2289077174093015
186,0,0.12675135585716582
187,0,0.13755111111299137
188,0,0.16673476052252156
189,1,0.252513536141859
190,0,0.0
191,0,0.0
192,0,0.0
193,1,0.19158681017724086
194,1,0.1694762054827202
195,1,0.24364574055786256
196,1,0.0
197,0,0.19440521742173103
198,1,0.22049912391001042
199,0,0.26330846343990333
200,1,0.2229405331441067
201,0,0.0
202,0,0.0
203,0,0.15494218035101015
204,1,0.0
205,0,0.2213404804715449
206,0,0.16254243066899413
207,0,0.13025673289967724
208,0,0.0
209,0,0.13051083326844712
210,0,0.20932900981233316
211,1,0.0
212,0,0.12492405006690074
213,0,0.18184472696955134
214,0,0.0
215,1,0.24568410497454166
216,0,0.22231755384728413
217,0,0.0
218,0,0.1305763723399578
219,0,0.0
220,0,0.16224805276476587
221,0,0.16172638284079224
222,0,0.22303568296691817
223,0,0.156844290410879
224,0,0.24568410497454166
225,0,0.13615392606008592
226,1,0.112023762508513
227,0,0.1975807955664454
228,0,0.0
229,1,0.0
230,1,0.17188004973475443
231,0,0.1059021141350483
232,0,0.13026209538987665
233,0,0.12032644253702145
234,0,0.2301346167991788
235,0,0.1257369009119552
236,0,0.0
237,0,0.0
238,0,0.24568410497454166
239,1,0.0
240,1,0.24557305831436857
241,0,0.0
242,0,0.0
