id,oof_pred,label
0,0.330362957153121,0
1,0.44096473177539997,1
2,0.7135211301715602,0
3,0.5841342227837517,0
4,0.5333336772353336,1
5,0.6923292155326828,1
6,0.2062986592686863,0
7,0.37125784064523365,1
8,0.6419624571740534,0
9,0.7021822560202939,1
10,0.4940835391435935,0
11,0.2818795696685895,0
12,0.31918160782507277,0
13,0.5057665786703089,0
14,0.4876258291320617,0
15,0.5067774542008263,0
16,0.45157534980199354,0
17,0.2379269468414866,0
18,0.6287950987201134,0
19,0.5660618069485562,0
20,0.22463578048771396,0
21,0.4350004057637403,0
22,0.30073720280342453,0
23,0.4303076710609133,0
24,0.2284566726083424,0
25,0.5971739020354172,0
26,0.30385989016546144,0
27,0.6195873125033874,1
28,0.5556553082089684,0
29,0.29936003116309257,0
30,0.6695354464038367,1
31,0.0,0
32,0.5214498414648057,0
33,0.5042559057118756,1
34,0.0,0
35,0.6977629850251682,0
36,0.495285510085741,0
37,0.0,0
38,0.23411493122736513,0
39,0.6975745322520926,0
40,0.3608458282270188,0
41,0.0,0
42,0.5187876817597356,1
43,0.21963167294373087,0
44,0.5269868335608643,0
45,0.7226838403643384,0
46,0.48591933440176266,0
47,0.533714800362959,0
48,0.3595805951959591,0
49,0.44208777928967957,0
50,0.730455826411303,1
51,0.7721581440176537,1
52,0.5171679389974062,0
53,0.4995076888963478,0
54,0.2916570558242556,0
55,0.5108368042044671,0
56,0.0,0
57,0.23910743971760925,0
58,0.16887629735753343,0
59,0.534711018085148,0
60,0.24219654000604612,0
61,0.22922790609557903,0
62,0.19861191312688456,0
63,0.24791492483351585,0
64,0.0,1
65,0.3575709871262402,0
66,0.4876258291320617,0
67,0.29870396390568793,0
68,0.35439636080861175,0
69,0.459563759641308,0
70,0.5959358528176314,1
71,0.4781655397908897,0
72,0.3428577068984691,0
73,0.0,0
74,0.6664380370469614,0
75,0.3040897655013515,0
76,0.3003234337883146,0
77,0.4618622053170635,0
78,0.0,0
79,0.3503628179752319,0
80,0.7246352469524668,1
81,0.5529790202852048,0
82,0.22296585031688498,0
83,0.5681365373916226,0
84,0.6626660322826113,0
85,0.34582250514695706,0
86,0.7708828212365348,1
87,0.0,0
88,0.0,0
89,0.43877068318197054,0
90,0.30981675760718436,0
91,0.0,0
92,0.3386441354331643,0
93,0.0,0
94,0.0,0
95,0.47419386667099267,0
96,0.34915038251815794,0
97,0.32771603391378495,0
98,0.23246749870279654,0
99,0.5506786329899623,0
100,0.19902718685760323,0
101,0.39200506519672595,0
102,0.5001820089921514,0
103,0.13019304321864802,0
104,0.4891596585681339,0
105,0.322803181606443,0
106,0.6067275279453953,0
107,0.23354001703434957,0
108,0.487839074373858,0
109,0.303689376779717,0
110,0.46392173059803343,1
111,0.4891596585681339,0
112,0.0,0
113,0.3216092235305852,1
114,0.5785304712446151,1
115,0.487839074373858,0
116,0.5345946071801647,0
117,0.3698685615288521,0
118,0.5001820089921514,0
119,0.294409792155956,0
120,0.5402442674416218,0
121,0.331455364110485,0
122,0.0,1
123,0.0,0
124,0.4873507598865766,0
125,0.5856029318946273,1
126,0.0,0
127,0.0,0
128,0.4876258291320617,0
129,0.36997033877103674,1
130,0.3300113082923314,1
131,0.5058900144742725,0
132,0.7388496890674063,1
133,0.5455043043833997,0
134,0.5844481296322006,0
135,0.4891596585681339,0
136,0.6978920004222221,0
137,0.4891596585681339,0
138,0.2870483378590574,0
139,0.31335650820984234,0
140,0.5848403263875999,1
141,0.580272328456371,1
142,0.4891596585681339,0
143,0.487839074373858,0
144,0.664084250976552,0
145,0.0,0
146,0.6880330803324791,0
147,0.6276704262558445,1
148,0.27417090609139333,0
149,0.3320951418815696,1
150,0.0,0
151,0.5795501791525974,0
152,0.3654515585030163,1
153,0.37857222900906806,1
154,0.7157213590424842,0
155,0.6036082891989828,0
156,0.5155419529585595,1
157,0.14709196989416332,0
158,0.5585546870323174,0
159,0.4289148964200474,0
160,0.5006387442763465,0
161,0.0,0
162,0.3788736725958801,0
163,0.1719319139767455,1
164,0.5006387442763465,0
165,0.14957937628448384,0
166,0.0,0
167,0.5219025006411974,0
168,0.19361150483686557,0
169,0.1866539270830962,0
170,0.4952142673210726,0
171,0.5722059170562649,1
172,0.35495531124039337,0
173,0.27605341346891593,0
174,0.7220989884053484,1
175,0.7423522771793372,1
176,0.0,0
177,0.4873563150499409,0
178,0.29889548829458046,0
179,0.0,0
180,0.5107747445036352,0
181,0.6736912447235397,0
182,0.5274611656773349,1
183,0.29471658057141564,0
184,0.32146034975038923,0
185,0.6408741507804415,0
186,0.2296028891227389,0
187,0.378455320845167,0
188,0.5424283265149007,0
189,0.7140162959718723,1
190,0.0,0
191,0.5005035536852885,0
192,0.25757528629600546,0
193,0.5795660904193787,1
194,0.5194531252848127,1
195,0.7273439029729356,1
196,0.0,1
197,0.5403729432393952,0
198,0.4649041253076587,1
199,0.6625497236025849,0
200,0.6601220261463915,1
201,0.5745141641657565,0
202,0.4891596585681339,0
203,0.35852279916715324,0
204,0.651860005645687,1
205,0.6889545716708677,0
206,0.2846132547179421,0
207,0.2572182431329965,0
208,0.5197928394597565,0
209,0.2574469777845722,0
210,0.5758693512431168,0
211,0.0,1
212,0.3947739647245384,0
213,0.39166800016808323,0
214,0.7448194547027309,0
215,0.7670186633739606,1
216,0.7201341892692469,0
217,0.0,0
218,0.27698518393519056,0
219,0.0,0
220,0.3226274664443835,0
221,0.33229412564387084,0
222,0.5900156804611072,0
223,0.363604877547006,0
224,0.6856947329545732,0
225,0.30181818986627024,0
226,0.27692961446445963,1
227,0.5087607877215332,0
228,0.29937908333235796,0
229,0.5739431390872588,1
230,0.5042559057118756,1
231,0.3294578605117303,0
232,0.4876258291320617,0
233,0.4876258291320617,0
234,0.5446407273369289,0
235,0.22779787567297025,0
236,0.4876258291320617,0
237,0.24493515028100124,0
238,0.7404042487227535,0
239,0.570881473120145,1
240,0.7309320353762578,1
241,0.5006387442763465,0
242,0.48215126234942896,0
243,0.21517681676775977,0
244,0.38927208276190906,0
245,0.21051328698265268,0
246,0.12401465817439787,1
247,0.5639160001895289,1
248,0.487839074373858,0
249,0.15760552808801231,0
250,0.48432726134876675,0
251,0.556256030778568,1
252,0.33385070203496925,0
253,0.35508025432568374,1
254,0.4900284611558077,0
255,0.22912157490056828,0
256,0.0,0
257,0.3959100371465581,1
258,0.4891596585681339,0
259,0.0,0
260,0.0,0
261,0.3426843529062712,0
262,0.48335433944322503,0
263,0.5647409746944662,1
264,0.10859326457430338,0
265,0.23175716957398007,0
266,0.0,0
267,0.7357821687118279,1
268,0.6844479228010912,0
269,0.487839074373858,0
270,0.2414187235138722,0
271,0.5288053599082765,0
272,0.5057665786703089,0
273,0.17378094811099362,0
274,0.5005035536852885,1
275,0.5675723168585877,0
276,0.767176864398307,1
277,0.22797800091783393,0
278,0.5483752075356674,0
279,0.4925703172526305,0
280,0.619372416434735,0
281,0.45834891197530775,0
282,0.591566676963699,1
283,0.5992723426756986,1
284,0.5005035536852885,0
285,0.0,0
286,0.5465245093869983,0
287,0.23101352536181416,0
288,0.20042682535987044,0
289,0.19924099783467164,1
290,0.0,0
291,0.537870775336417,0
292,0.5794960199065987,1
293,0.6246565772256598,0
294,0.2981286907494353,0
295,0.4943829405228841,0
296,0.4254168801186914,0
297,0.5123898599071819,0
298,0.7109509117836387,1
299,0.4930528445610867,1
300,0.2493369816439053,0
301,0.2351607399521122,0
302,0.0,0
303,0.54747037172752,0
304,0.3743963035328501,0
305,0.19799466766476523,0
306,0.4904815771820855,0
307,0.4303407979254873,0
308,0.3122004713857956,0
309,0.2929174911586514,0
310,0.6161237327671724,0
311,0.5005035536852885,0
312,0.0,0
313,0.7197212349671515,1
314,0.4891596585681339,0
315,0.0,0
316,0.0,0
317,0.6830116680590486,0
318,0.3938090882570026,0
319,0.41014760786115345,0
320,0.2778593123300358,0
321,0.5673456885793068,0
322,0.6310215101988854,0
323,0.45318886880231873,0
324,0.43818639132535847,0
325,0.5593525203849572,0
326,0.4876258291320617,0
327,0.0,0
328,0.5998212932093638,1
329,0.652652123549741,0
330,0.5992534227862752,0
331,0.36986438018239803,0
332,0.5918726548541692,0
333,0.2625373307112212,0
334,0.0,0
335,0.0,0
336,0.6022497493351138,0
337,0.311991315644271,0
338,0.0,0
339,0.4876258291320617,0
340,0.0,0
341,0.34830088530922537,0
342,0.6314893542228358,0
343,0.2677215491284851,1
344,0.5913883143213854,1
345,0.535564238404822,0
346,0.21308800643534875,0
347,0.7822883413789781,1
348,0.0,0
349,0.48467602595127535,0
350,0.49855137790869436,1
351,0.5741367757525219,0
352,0.6053763512161426,0
353,0.40155962029326414,0
354,0.4662054119433118,0
355,0.0,0
356,0.3411014720661417,0
357,0.0,0
358,0.3702561044940621,0
359,0.5414938233072711,0
360,0.0,0
361,0.285188295654925,0
362,0.1964141961897854,0
363,0.0,0
364,0.6924529419170755,0
365,0.5970689667236299,0
366,0.0,0
367,0.4931197889877722,1
368,0.6581240406848817,1
369,0.0,0
370,0.38379993263873585,0
371,0.28984359781062696,0
372,0.0,0
373,0.5991625113773034,0
374,0.6511497528534459,0
375,0.3152260964522687,0
376,0.3917424581896991,1
377,0.34979985100127925,0
378,0.42431292433905904,0
379,0.3861299904655542,0
380,0.42761327608962435,1
381,0.444519649796565,0
382,0.5043487947764524,1
383,0.25476549863023945,0
384,0.4891596585681339,0
385,0.3431806711201406,0
386,0.35625897741328966,0
387,0.6929706773887141,0
388,0.22012377712232023,0
389,0.6402982715934982,0
390,0.0,0
391,0.0,0
392,0.0,0
393,0.5926758390408488,1
394,0.6280079701274657,0
395,0.5001820089921514,0
396,0.28200012562863697,0
397,0.7714607960444272,0
398,0.7342667935769139,1
399,0.6958368774594169,1
400,0.0,0
401,0.4092362334830942,0
402,0.5771750450902767,0
403,0.3790826093647901,0
404,0.5875923496662517,1
405,0.5017337362577479,0
406,0.7106380878536946,0
407,0.5707279099318452,0
408,0.6564432227614434,0
409,0.6923837642803894,0
410,0.6722822370485633,0
411,0.19865985165530606,0
412,0.6702819807658271,1
413,0.647301144052461,0
414,0.43389814013061834,0
415,0.487839074373858,0
416,0.6779222264136526,1
417,0.16823481467185247,0
418,0.5531127425161362,0
419,0.0,0
420,0.5714574669206096,1
421,0.408620191407401,0
422,0.48630544381800656,0
423,0.0,1
424,0.7300023171474777,0
425,0.21255106772318347,0
426,0.37539220579097615,0
427,0.35274329516478453,0
428,0.44537025700423605,0
429,0.5057665786703089,0
430,0.2657996024355016,0
431,0.22435206761787727,0
432,0.5837661751207962,0
433,0.21487395229575282,0
434,0.5646751511322757,1
435,0.2714435928810505,0
436,0.49197330560412494,0
437,0.20993600463188078,0
438,0.29464141675940303,0
439,0.3238003891751086,0
440,0.7462474757645722,1
441,0.3920412583077765,0
442,0.4621855195939128,0
443,0.3587068599998284,0
444,0.3222864664175545,0
445,0.16292329571101716,0
446,0.5001820089921514,0
447,0.0,0
448,0.688662905418082,0
449,0.7076978186260444,0
450,0.0,0
451,0.0,1
452,0.677453387269493,0
453,0.4876258291320617,0
454,0.3501255795993383,0
455,0.5006387442763465,0
456,0.43349213991266083,0
457,0.5071006428244684,0
