total_income,total_expense,net_income,income_count,expense_count,total_tx_count,active_days,tx_frequency,last_tx_days_ago,first_tx_days_ago,span_days,income_expense_ratio,avg_income,income_std,median_income,avg_expense,expense_std,median_expense,big_income_count,big_income_ratio,id,stm_missing
50570.0,11245.52,39324.479999999996,5,41,46,43,1.069767441860465,8140,8305,165,4.4969018769699485,10114.0,591.5947937566726,10146.0,274.2809756097561,197.69798978467597,242.96,2,0.4,53480,0
18393.9,20161.940000000002,-1768.0400000000009,3,53,56,49,1.1428571428571428,6780,6924,144,0.9123080417404125,6131.3,238.74354148332475,6076.2,380.413962264151,598.8406105049663,259.57,1,0.3333333333333333,53481,0
36612.340000000004,44977.46,-8365.119999999995,6,68,74,66,1.121212121212121,5570,5742,172,0.8140152867499852,6102.056666666667,534.6176229065239,6158.54,661.4332352941176,909.0029349455001,358.54999999999995,3,0.5,53482,0
24156.8,24048.52,108.27999999999884,6,67,73,63,1.1587301587301588,6491,6650,159,1.0045025639413776,4026.133333333333,174.57952024475523,4013.0,358.9331343283582,565.9590725411764,294.39,3,0.5,53483,0
48315.75,29797.86,18517.89,6,85,91,81,1.123456790123457,6275,6449,174,1.6214503322848872,8052.625,346.94598372801494,8117.625,350.56305882352945,423.9187387363527,272.9,3,0.5,53484,0
28749.93,33395.36,-4645.43,6,88,94,77,1.2207792207792207,6411,6571,160,0.8608959448000891,4791.655,344.8245607914263,4783.33,379.4927272727273,528.2353313170682,271.3,3,0.5,53485,0
19957.199999999997,21987.709999999995,-2030.5099999999984,3,47,50,38,1.3157894736842106,7750,7928,178,0.9076525021974707,6652.399999999999,68.51977816659966,6659.4,467.8236170212765,670.3767327705434,293.15,1,0.3333333333333333,53486,0
16749.989999999998,14003.13,2746.8599999999988,4,32,36,32,1.125,5657,5822,165,1.1961604297613346,4187.4974999999995,280.56830348196854,4209.58,437.5978125,656.5245763285178,288.435,2,0.5,53487,0
40131.33,27652.08,12479.25,6,86,92,82,1.1219512195121952,7307,7478,171,1.4512951647235472,6688.555,476.7109250461262,6673.33,321.5358139534884,366.86021365619956,275.94,3,0.5,53488,0
26310.0,14554.32,11755.68,5,34,39,33,1.1818181818181819,7452,7636,184,1.8077107002039456,5262.0,274.90180064888625,5393.5,428.06823529411764,653.0816053750394,295.57,2,0.4,53489,0
36167.09,19710.559999999998,16456.53,6,72,78,69,1.1304347826086956,6726,6899,173,1.83490930740502,6027.848333333332,528.0061370671325,5892.495000000001,273.75777777777773,343.14483173298953,266.3,3,0.5,53490,0
8966.39,9596.79,-630.4000000000015,2,35,37,34,1.088235294117647,7053,7228,175,0.9343113685998846,4483.195,320.33500000000004,4483.195,274.194,173.72375607267995,290.99,1,0.5,53491,0
41180.67,35105.520000000004,6075.149999999994,6,76,82,67,1.2238805970149254,6783,6936,153,1.1730539812208147,6863.445,482.20583370416966,6968.0,461.9147368421053,667.8194801001589,298.08500000000004,3,0.5,53492,0
16018.8,12360.130000000001,3658.6699999999983,4,25,29,29,1.0,6838,6991,153,1.2960057862420533,4004.7,211.8855115386609,3904.4,494.40520000000004,769.8684389588652,301.04,2,0.5,53493,0
33007.46,31239.929999999997,1767.5300000000025,6,71,77,67,1.1492537313432836,6392,6563,171,1.056579192045034,5501.243333333333,317.6852552273853,5518.665,439.999014084507,677.6642484925285,316.64,3,0.5,53494,0
13157.92,14649.779999999999,-1491.8599999999988,3,36,39,37,1.054054054054054,6655,6833,178,0.8981650235772711,4385.973333333333,259.0126200700567,4231.67,406.9383333333333,673.5639897775118,252.89,1,0.3333333333333333,53495,0
51170.0,28856.040000000005,22313.959999999995,6,75,81,73,1.1095890410958904,7146,7325,179,1.7732855928334832,8528.333333333334,571.9012937756149,8674.58,384.7472000000001,581.5057534150686,283.73,3,0.5,53496,0
13229.88,12347.839999999998,882.0400000000009,2,35,37,36,1.0277777777777777,5480,5647,167,1.0714327363270473,6614.94,93.03999999999996,6614.94,352.79542857142854,467.2909719181881,289.32,1,0.5,53497,0
40194.7,30997.15,9197.549999999996,6,93,99,88,1.125,6786,6965,179,1.2967224405696418,6699.116666666666,452.15068161940104,6746.35,333.302688172043,423.0466889969337,283.89,3,0.5,53498,0
26856.949999999997,37649.37,-10792.420000000006,6,75,81,74,1.0945945945945945,6173,6357,184,0.7133439417256292,4476.158333333333,179.51370220837057,4498.08,501.99160000000006,697.8563427354563,319.81,3,0.5,53499,0
15326.5,8462.650000000001,6863.8499999999985,3,28,31,24,1.2916666666666667,7206,7351,145,1.8110757266564164,5108.833333333333,322.5053832453378,4918.0,302.23750000000007,137.09692474994782,332.75,1,0.3333333333333333,53500,0
31904.25,13905.910000000002,17998.339999999997,3,34,37,35,1.0571428571428572,6528,6681,153,2.2942942962888226,10634.75,298.5049306125439,10806.83,408.99735294117653,427.8300622107198,273.70000000000005,1,0.3333333333333333,53502,0
41542.67,32424.26,9118.41,6,79,85,70,1.2142857142857142,7543,7698,155,1.2812218381766856,6923.778333333333,422.7948067883784,6940.0,410.4336708860759,561.7820526989321,304.66,3,0.5,53505,0
44262.65,24200.52,20062.13,6,67,73,62,1.1774193548387097,5832,6012,180,1.828995823154668,7377.108333333334,611.1480204068587,7760.629999999999,361.20179104477614,486.442821658477,284.61,3,0.5,53508,0
28871.329999999998,25217.390000000003,3653.939999999995,6,86,92,80,1.15,6333,6502,169,1.1448976281389587,4811.888333333333,300.4969044442148,4904.625,293.2254651162791,377.61578354274025,276.645,3,0.5,53509,0
11881.25,37359.91,-25478.660000000003,6,103,109,94,1.1595744680851063,5560,5737,177,0.31802137638131295,1980.2083333333333,188.46987013106948,1918.425,362.717572815534,608.7244881031475,271.37,3,0.5,53510,0
8242.39,21334.28,-13091.89,2,58,60,57,1.0526315789473684,6167,6346,179,0.3863448871775216,4121.195,73.31500000000005,4121.195,367.83241379310346,473.88947492991014,320.245,1,0.5,53511,0
42823.71,25739.410000000003,17084.299999999996,6,50,56,46,1.2173913043478262,6421,6589,168,1.6637409326140828,7137.285,587.5678017542599,6880.75,514.7882000000001,782.6808342017581,304.355,3,0.5,53512,0
42353.369999999995,23018.609999999997,19334.76,6,62,68,58,1.1724137931034482,6900,7060,160,1.8399621001511401,7058.8949999999995,356.07092414995077,6920.0650000000005,371.2679032258064,532.5377359039757,289.28499999999997,3,0.5,53513,0
30183.61,13814.32,16369.29,4,28,32,30,1.0666666666666667,6625,6783,158,2.184950833469548,7545.9025,408.5493098987563,7557.585,493.36857142857144,829.1960886205828,271.99,2,0.5,53515,0
14978.0,22525.57,-7547.57,6,74,80,70,1.1428571428571428,5600,5772,172,0.6649332291851023,2496.3333333333335,118.48845466495412,2448.25,304.3995945945946,379.36751179640095,269.045,3,0.5,53516,0
42123.87,25760.469999999998,16363.400000000005,6,61,67,55,1.2181818181818183,6786,6936,150,1.635213565527523,7020.645,527.5818570531654,6798.58,422.30278688524584,521.4540388345107,287.35,3,0.5,53517,0
14894.95,20830.899999999998,-5935.949999999997,4,51,55,50,1.1,7785,7971,186,0.7150411167681167,3723.7375,227.53222127591079,3745.875,408.44901960784307,683.0371106309223,287.09,2,0.5,53518,0
13022.93,28830.36,-15807.43,6,83,89,79,1.1265822784810127,7509,7695,186,0.45170889297075345,2170.4883333333332,157.92229201062432,2223.335,347.353734939759,626.2429080063255,252.79,3,0.5,53521,0
25478.740000000005,23615.830000000005,1862.9099999999999,6,71,77,68,1.1323529411764706,7235,7417,182,1.0788839519475333,4246.456666666668,219.0012263791131,4298.33,332.61732394366203,329.31301511025606,288.51,3,0.5,53522,0
33876.11,23795.979999999996,10080.130000000005,6,68,74,62,1.1935483870967742,7542,7697,155,1.4236064242185613,5646.018333333333,376.7397503766876,5623.799999999999,349.9408823529411,402.97826011182156,291.97,3,0.5,53523,0
15981.060000000001,23661.449999999997,-7680.389999999996,6,53,59,47,1.2553191489361701,4975,5128,153,0.675404930776626,2663.51,189.70187971305566,2613.335,446.44245283018864,720.7523457717589,283.19,3,0.5,53525,0
37130.63,24835.83,12294.799999999996,6,83,89,82,1.0853658536585367,6631,6814,183,1.4950428473099129,6188.438333333333,461.415666921438,6202.735000000001,299.22686746987955,337.69346411479444,257.81,3,0.5,53526,0
33404.11,13129.33,20274.78,4,36,40,37,1.0810810810810811,6992,7180,188,2.544235691955017,8351.0275,194.55250003212475,8268.75,364.7036111111111,346.97667890054043,262.845,2,0.5,53527,0
30704.5,31113.43,-408.9300000000003,6,71,77,69,1.1159420289855073,7602,7787,185,0.9868568010345738,5117.416666666667,353.2708376334257,5162.75,438.217323943662,619.3844416382631,278.81,3,0.5,53528,0
52346.67,22036.15,30310.519999999997,6,77,83,74,1.1216216216216217,6027,6198,171,2.3754907276282156,8724.445,724.9240209785208,8492.369999999999,286.1837662337663,352.87216717804813,275.95,3,0.5,53529,0
35125.95,12978.699999999999,22147.25,6,48,54,44,1.2272727272727273,6300,6472,172,2.706430535977684,5854.325,357.2405535839961,5894.465,270.3895833333333,144.14423826440787,285.355,3,0.5,53530,0
