id,label,oof_pred
0,0,0.3290785578703331
1,1,0.47988608858777887
2,0,0.5759020339566248
3,0,0.5831817281364149
4,1,0.6101885401849576
5,1,0.600050664612941
6,0,0.2602514469895398
7,1,0.40376594037259866
8,0,0.6430356229286435
9,1,0.7183180004896647
10,0,0.4700887696910736
11,0,0.3732901500428758
12,0,0.3827915047586158
13,0,0.7059509236276275
14,0,0.37182651293949454
15,0,0.5641005933371973
16,0,0.4130216244055882
17,0,0.13264595693592152
18,0,0.5840433418234137
19,0,0.35210831882256277
20,0,0.38498238380277483
21,0,0.5015225014240029
22,0,0.38617178735890945
23,0,0.47170461694487764
24,0,0.12022957407419677
25,0,0.685793184207632
26,0,0.43101692528963176
27,1,0.6618917229165308
28,0,0.46892206113451496
29,0,0.4463747290105609
30,1,0.7819898418372656
31,0,0.3727765242565032
32,0,0.46641729764091217
33,1,0.6290779835434195
34,0,0.43982739953451727
35,0,0.6996592373994841
36,0,0.5621090429043384
37,0,0.2564358736559596
38,0,0.3373647551446482
39,0,0.6975284302200814
40,0,0.4059358983885888
41,0,0.20933643050559825
42,1,0.48305522181850824
43,0,0.2937972256861052
44,0,0.5381704746043189
45,0,0.6474068952703056
46,0,0.4826318174606315
47,0,0.519235674199731
48,0,0.35202988825681775
49,0,0.4302901742831403
50,1,0.784709170535008
51,1,0.8602686437649837
52,0,0.5658524884825801
53,0,0.5756928832642882
54,0,0.2869441801588475
55,0,0.6280090632505021
56,0,0.1448732462895034
57,0,0.21513287721211882
58,0,0.14368103881087954
59,0,0.4938686637202645
60,0,0.14794966774202806
61,0,0.15068386412854434
62,0,0.10825870604143317
63,0,0.1758949898560563
64,1,0.5152045256479105
65,0,0.4705043602450742
66,0,0.3393053785125305
67,0,0.38758502554200913
68,0,0.4100016231491732
69,0,0.49940341536757404
70,1,0.74561494338464
71,0,0.4698045011532868
72,0,0.3651977432678722
73,0,0.3264143720184002
74,0,0.6616701584859207
75,0,0.2201035638844027
76,0,0.3492906443966491
77,0,0.5148570532105998
78,0,0.49836865135568525
79,0,0.3754618906396288
80,1,0.7833641545283283
81,0,0.4859876485218914
82,0,0.291383455181512
83,0,0.6033053950660541
84,0,0.64095928791275
85,0,0.3211851196413916
86,1,0.7477852502827494
87,0,0.4582195684548839
88,0,0.3435714318035997
89,0,0.3930544743308476
90,0,0.36326031823779936
91,0,0.363773701027618
92,0,0.35174403642968144
93,0,0.41080035424126127
94,0,0.3874019997181821
95,0,0.5230876361381855
96,0,0.4149015119913766
97,0,0.3015911699665248
98,0,0.1400942034874773
99,0,0.5868280348589354
100,0,0.14829883224071694
101,0,0.46204469633081696
102,0,0.5427892200561343
103,0,0.12054369311488135
104,0,0.25281981217139565
105,0,0.3519617753833658
106,0,0.5172143064116511
107,0,0.27923768135745364
108,0,0.11055369004381826
109,0,0.25873641133347336
110,1,0.5459070683766402
111,0,0.44317012619553525
112,0,0.39170232580742564
113,1,0.3663714903494749
114,1,0.7107397682910126
115,0,0.3802923968725423
116,0,0.4965196690921073
117,0,0.4738815920024217
118,0,0.46365763576479685
119,0,0.4166957506756871
120,0,0.48815140811530333
121,0,0.270467463064353
122,1,0.23847985575762282
123,0,0.3870397095390786
124,0,0.5472755170321316
125,1,0.6975569453139333
126,0,0.40771825202541545
127,0,0.5128667851560252
128,0,0.41877532275003904
129,1,0.36243542767326253
130,1,0.3962021282995664
131,0,0.41666985204471
132,1,0.8165312600692494
133,0,0.5343981553784902
134,0,0.6648587610287335
135,0,0.4075583188212694
136,0,0.8081317353732161
137,0,0.3059019748020417
138,0,0.21681034105237276
139,0,0.30727079070130536
140,1,0.613850785323103
141,1,0.5422015599589848
142,0,0.40357657183793066
143,0,0.4418077374543816
144,0,0.7252565209752435
145,0,0.26060528781895836
146,0,0.7772674910537352
147,1,0.639265233987515
148,0,0.3592009749673739
149,1,0.43625295489606575
150,0,0.5022419525188067
151,0,0.7156590804024361
152,1,0.5049226748849013
153,1,0.45551662187668834
154,0,0.7321130946277926
155,0,0.5367127566087934
156,1,0.5478039664801722
157,0,0.13198401693684675
158,0,0.5872189850417174
159,0,0.49069652120137935
160,0,0.40231962291696577
161,0,0.5163328142686121
162,0,0.4471392436882463
163,1,0.14455186628661754
164,0,0.5722575454871338
165,0,0.19445721772967178
166,0,0.5131274970494029
167,0,0.4911000409954294
168,0,0.16138599468052792
169,0,0.12901257320527942
170,0,0.5187160558896254
171,1,0.6067637777361538
172,0,0.3487230989303781
173,0,0.2884917130229386
174,1,0.761808743881984
175,1,0.8142312553108716
176,0,0.1601338262732636
177,0,0.6210765110850928
178,0,0.460913585339771
179,0,0.2869042819280391
180,0,0.37331709102369803
181,0,0.6868127493061853
182,1,0.4658072447542904
183,0,0.3354438681791099
184,0,0.2793839789634365
185,0,0.5359218481915295
186,0,0.23669789326097215
187,0,0.47802476902638735
188,0,0.5174925551731543
189,1,0.7630171342572087
190,0,0.4656065493901357
191,0,0.48799083291323214
192,0,0.279925908608849
193,1,0.5570568049663336
194,1,0.5317415940085696
195,1,0.7513493183544959
196,1,0.42717605986546237
197,0,0.5997703598845742
198,1,0.6333175018659745
199,0,0.6540904800247556
200,1,0.7139711967362187
201,0,0.5956429241456119
202,0,0.35974267436782653
203,0,0.3529305101920048
204,1,0.7036977954475316
205,0,0.6832703686186958
206,0,0.49596546176854767
207,0,0.31653488785994477
208,0,0.423953750395865
209,0,0.39143645294597523
210,0,0.6448105439083682
211,1,0.28138192438043297
212,0,0.472330323985574
213,0,0.41466791352023746
214,0,0.7986055818148927
215,1,0.8465162135544008
216,0,0.7256717677954652
217,0,0.37694679901222505
218,0,0.28027550804685347
219,0,0.5330412567800369
220,0,0.28319221109994475
221,0,0.2363568700996935
222,0,0.5751144282678077
223,0,0.41433167305386687
224,0,0.6969537000239335
225,0,0.2544554282363459
226,1,0.26422710030158547
227,0,0.520048071461817
228,0,0.29459258298563756
229,1,0.6273669679446395
230,1,0.5818511867028171
231,0,0.2685653190924497
232,0,0.21999882158817463
233,0,0.18267814655128353
234,0,0.5758633869498215
235,0,0.23953604350015478
236,0,0.16230489547018084
237,0,0.17794714076750048
238,0,0.6795993009756282
239,1,0.6259371723525881
240,1,0.8354059138385145
241,0,0.3936868757614748
242,0,0.5089079498939209
243,0,0.20668190171904927
244,0,0.3413168571501916
245,0,0.2089963555583141
246,1,0.20943746663715046
247,1,0.5552669553011155
248,0,0.27027285919373534
249,0,0.14150171757437632
250,0,0.5418630591089493
251,1,0.47010414601308753
252,0,0.43380034086922875
253,1,0.38445046857194526
254,0,0.5079791118119074
255,0,0.21170380120855786
256,0,0.08921641508973133
257,1,0.49723959691582104
258,0,0.3740860246339662
259,0,0.21305791436150173
260,0,0.3791668753307203
261,0,0.44002971549618586
262,0,0.5656193342817329
263,1,0.5663028549142777
264,0,0.1670417850727601
265,0,0.12757333109671268
266,0,0.4091476538359036
267,1,0.8275363418693854
268,0,0.7528256166775901
269,0,0.3567451758089765
270,0,0.20521465609803222
271,0,0.5190727779489064
272,0,0.5600911885347689
273,0,0.13290379530078622
274,1,0.5929319256749126
275,0,0.4901627897217368
276,1,0.8159044564011281
277,0,0.2602962603313115
278,0,0.6366831656496889
279,0,0.4882063034486251
280,0,0.6190353814209827
281,0,0.4528027418732761
282,1,0.57941114923311
283,1,0.6607360755851551
284,0,0.4763055754259185
285,0,0.4598997168679376
286,0,0.575351621554182
287,0,0.40291806675904684
288,0,0.23959912737349742
289,1,0.3912718815941862
290,0,0.26921851329960644
291,0,0.5426902378930697
292,1,0.47600344896413527
293,0,0.6399819213241137
294,0,0.2616999467401321
295,0,0.5313903239241334
296,0,0.5807082235539438
297,0,0.6420350183911371
298,1,0.7658857986552364
299,1,0.4879839238267088
300,0,0.2692314327355123
301,0,0.16698603841979023
302,0,0.7561590818605187
303,0,0.5612136969750389
304,0,0.34792873149921294
305,0,0.13298025439537603
306,0,0.5033793578269532
307,0,0.40314135371079757
308,0,0.40962778220040197
309,0,0.3655639778278522
310,0,0.7467310443327664
311,0,0.6677729989362639
312,0,0.5156094798618537
313,1,0.7904904692791537
314,0,0.38847263800951143
315,0,0.33708701405384733
316,0,0.3894250448380606
317,0,0.626668389625529
318,0,0.47502277952253263
319,0,0.18658740499634
320,0,0.2637033306753449
321,0,0.5285567224789192
322,0,0.6177859367940739
323,0,0.497241335794069
324,0,0.49825373315755683
325,0,0.5034611512159292
326,0,0.2688042325577491
327,0,0.16511401171688364
328,1,0.6366266255655947
329,0,0.7347282186030804
330,0,0.6060405004860012
331,0,0.3135088990296054
332,0,0.563668402325853
333,0,0.2537456274266572
334,0,0.30705079088620046
335,0,0.4437178556352738
336,0,0.6075155394162387
337,0,0.3073217964089444
338,0,0.13884861055077435
339,0,0.2741609921943364
340,0,0.27007089087760017
341,0,0.437238908145877
342,0,0.5526277501299202
343,1,0.27282981562458447
344,1,0.6251487065491681
345,0,0.5472258378224412
346,0,0.17373606366159985
347,1,0.821830284019447
348,0,0.1396123710952716
349,0,0.44669473528887155
350,1,0.6099528258089765
351,0,0.669212024053442
352,0,0.649511579737103
353,0,0.49160019674988675
354,0,0.43922474489640784
355,0,0.15795833572936863
356,0,0.41232938517705636
357,0,0.31019297328024426
358,0,0.4290482980331014
359,0,0.5327763054230269
360,0,0.42014562679867246
361,0,0.3189240569714684
362,0,0.43359385301053915
363,0,0.19573690307204974
364,0,0.7480706783318373
365,0,0.79954727350368
366,0,0.24511686315295983
367,1,0.49291727390765827
368,1,0.6133217455043638
369,0,0.1313606039086349
370,0,0.4991571192528216
371,0,0.3464354770273707
372,0,0.2966237902445505
373,0,0.7210340740772442
374,0,0.7213216191584525
375,0,0.40774783612392534
376,1,0.45143206132621905
377,0,0.3006573112345629
378,0,0.48887031411688264
379,0,0.4082312476213471
380,1,0.488401161219755
381,0,0.441862630062134
382,1,0.6141828946337742
383,0,0.33258203921810325
384,0,0.24535962894742389
385,0,0.2705411820258902
386,0,0.41936514416574244
387,0,0.6578858284404105
388,0,0.06576252155846085
389,0,0.560342666909485
390,0,0.7303554921578109
391,0,0.3051819686689928
392,0,0.2919298320745479
393,1,0.6219747449252025
394,0,0.6310298809765391
395,0,0.5181837105085132
396,0,0.1954295361576214
397,0,0.8196143875352001
398,1,0.8131138615726233
399,1,0.6640194787584256
400,0,0.508260979673348
401,0,0.43089372236798273
402,0,0.5561679625768262
403,0,0.4717159545268834
404,1,0.6931923493615361
405,0,0.4967957039405558
406,0,0.6966693709385668
407,0,0.4259431054136998
408,0,0.705117565788688
